nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;codigo_emprestimo_numero
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;182;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;182;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;182;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;183;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;183;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;183;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;183;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;183;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;183;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;183;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;183;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;183;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;183;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;184;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;184;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;184;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;184;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;184;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;184;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;184;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;184;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;184;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;184;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;185;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;185;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;185;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;185;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;185;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;185;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;185;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;185;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;185;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;185;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;186;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;186;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;186;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;186;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;186;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;186;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;186;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;186;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;186;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;186;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;187;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;187;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;187;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;187;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;187;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;187;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;187;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;187;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;187;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;187;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;188;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;188;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;188;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;188;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;188;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;188;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;188;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;188;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;188;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;188;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;189;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;189;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;189;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;189;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;189;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;189;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;189;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;189;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;189;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;189;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;190;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;190;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;190;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;190;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;190;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;190;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;190;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;190;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;190;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;190;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;191;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;191;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;191;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;191;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;191;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;191;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;191;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;191;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;191;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;191;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;192;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;192;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;192;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;192;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;192;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;192;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;192;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;192;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;192;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;192;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;193;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;193;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;193;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;193;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;193;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;193;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;193;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;193;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;193;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;193;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;194;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;194;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;194;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;194;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;194;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;194;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;194;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;194;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;194;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;194;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;195;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;195;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;195;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;195;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;195;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;195;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;195;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;195;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;195;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;195;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;196;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;196;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;196;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;196;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;196;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;196;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;196;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;196;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;196;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;196;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;197;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;197;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;197;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;197;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;197;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;197;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;197;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;197;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;197;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;197;loan_127529;127529
