nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem
NQSI;24 meses;C1;25,64% a.a.;R$118.000;57;loan_99611;100.0%
Quali Aditivos para Alimentos;6 meses;C3;28,32% a.a.;R$26.000;58;loan_98910;100.0%
Provento - Soluções para Congressos e Feiras;24 meses;B3;18,72% a.a.;R$76.000;58;loan_98901;100.0%
Kendari Comunicação Visual;24 meses;B6;21,70% a.a.;R$54.000;58;loan_98890;100.0%
Restaurante Cozinha Mineira;18 meses;C3;28,32% a.a.;R$54.000;58;loan_98832;100.0%
Inovar Construções;12 meses;C2;26,82% a.a.;R$54.000;58;loan_98501;100.0%
Fruta Pronta;24 meses;C1;25,64% a.a.;R$76.000;58;loan_98495;100.0%
World Blend Master Alimentos;24 meses;B6;21,70% a.a.;R$214.000;58;loan_98488;100.0%
Qualitas Controladoria;24 meses;C3;28,32% a.a.;R$22.000;58;loan_98295;100.0%
Telario Importação e Exportação;24 meses;B5;20,70% a.a.;R$36.000;58;loan_98248;100.0%
Nova Food;24 meses;B6;21,70% a.a.;R$90.000;58;loan_98082;100.0%
Spada & Associados Assessoria;24 meses;C1;25,64% a.a.;R$28.000;59;loan_98024;100.0%
Santé Comida Saudável ;24 meses;C3;28,32% a.a.;R$54.000;59;loan_97805;100.0%
High Quality;24 meses;D3;41,91% a.a.;R$56.000;59;loan_97700;100.0%
Winerie;12 meses;B4;19,70% a.a.;R$50.000;59;loan_97018;100.0%
Ótica Visão;24 meses;D1;35,28% a.a.;R$54.000;59;loan_97010;100.0%
Mendes Barbosa Corretora de Seguros;12 meses;D3;41,91% a.a.;R$16.000;59;loan_96971;100.0%
Agência Badaró;24 meses;B3;18,72% a.a.;R$110.000;59;loan_96920;100.0%
Omega Comércio e Representações;12 meses;D1;35,28% a.a.;R$16.000;59;loan_96805;100.0%
Revo Manufactory;24 meses;D3;41,91% a.a.;R$36.000;59;loan_96290;100.0%
Delta Center;24 meses;C2;26,82% a.a.;R$66.000;59;loan_95973;100.0%
Wave Produtos Médicos;24 meses;B5;20,70% a.a.;R$426.000;60;loan_95812;100.0%
Ubaiá;12 meses;B5;20,70% a.a.;R$28.000;60;loan_95416;100.0%
Virtual Avionics;24 meses;B6;21,70% a.a.;R$52.000;60;loan_94283;100.0%
Baby Bear Props;24 meses;C3;28,32% a.a.;R$50.000;60;loan_93494;100.0%
RGZ Engenharia;24 meses;E1;59,73% a.a.;R$28.000;60;loan_92670;100.0%
B-ON Nutrição Inteligente;12 meses;B6;21,70% a.a.;R$58.000;60;loan_92253;100.0%
Volo Engenharia;24 meses;B5;20,70% a.a.;R$92.000;60;loan_91180;100.0%
Divina Boulangerie - Padaria Artesanal;24 meses;D1;35,28% a.a.;R$28.000;60;loan_90555;100.0%
POUPE AGORA;24 meses;D2;37,99% a.a.;R$102.000;60;loan_89455;100.0%
Trip Tecnologia;24 meses;C3;28,32% a.a.;R$72.000;60;loan_77121;100.0%
CenterVet;24 meses;C1;25,64% a.a.;R$36.000;61;loan_55284;100.0%
BR Supply;24 meses;D2;37,99% a.a.;R$52.000;61;loan_37821;100.0%
New Top Seguros;24 meses;C1;25,64% a.a.;R$28.000;61;loan_97544;100.0%
MAPS Soluções Financeiras;12 meses;B2;17,74% a.a.;R$210.000;61;loan_97493;100.0%
Kyodai;15 meses;D1;35,28% a.a.;R$84.000;61;loan_97457;100.0%
Sushi Kaminari;24 meses;D3;41,91% a.a.;R$56.000;61;loan_97259;100.0%
Tsunami Sushi;24 meses;B6;21,70% a.a.;R$52.000;61;loan_97061;100.0%
Jorge Bischoff;24 meses;C3;28,32% a.a.;R$114.000;61;loan_97058;100.0%
Solutec - Soluções de Redes;24 meses;B5;20,70% a.a.;R$108.000;61;loan_96815;100.0%
RMA Móveis Clássicos;21 meses;E1;59,73% a.a.;R$50.000;61;loan_96793;100.0%
Sodré Material de Construção;24 meses;D1;35,28% a.a.;R$54.000;62;loan_96757;100.0%
Cargofast Logistics do Brasil;24 meses;C3;28,32% a.a.;R$162.000;62;loan_96741;100.0%
Oficina Coworking;21 meses;B5;20,70% a.a.;R$28.000;62;loan_96683;100.0%
UPS Lingerie ;24 meses;D3;41,91% a.a.;R$28.000;62;loan_96597;100.0%
Sensix;24 meses;C1;25,64% a.a.;R$54.000;62;loan_96506;100.0%
Solaris Manutenção Predial;24 meses;D3;41,91% a.a.;R$28.000;62;loan_96349;100.0%
Fit4 Fitness - Equipamentos de Ginástica;24 meses;B4;19,70% a.a.;R$204.000;62;loan_96244;100.0%
F1 Soluções;18 meses;C1;25,64% a.a.;R$152.000;62;loan_96181;100.0%
Webmanagers Soluções para Internet;24 meses;B5;20,70% a.a.;R$160.000;62;loan_95933;100.0%
Posto de Medicamentos Ibipetum;24 meses;D3;41,91% a.a.;R$28.000;62;loan_95889;100.0%
MP Moagens Especiais;18 meses;D1;35,28% a.a.;R$28.000;63;loan_95872;100.0%
Promova Ilimitada;24 meses;B6;21,70% a.a.;R$106.000;63;loan_95772;100.0%
Quartzo Engenharia Diagnóstica & Gerenciamento;24 meses;C2;26,82% a.a.;R$32.000;63;loan_95689;100.0%
Conecti;24 meses;C1;25,64% a.a.;R$56.000;63;loan_95457;100.0%
JMR Construções e Manutenções;24 meses;C3;28,32% a.a.;R$80.000;63;loan_95196;100.0%
2GO Turismo;24 meses;B6;21,70% a.a.;R$66.000;63;loan_94920;100.0%
Razemfix;24 meses;B5;20,70% a.a.;R$108.000;63;loan_92750;100.0%
Vojitour Assessoria em Viagens e Turismo;24 meses;B6;21,70% a.a.;R$108.000;63;loan_11905;100.0%
Agência Wys;24 meses;B6;21,70% a.a.;R$90.000;63;loan_96346;100.0%
Sanlarte;24 meses;C1;25,64% a.a.;R$78.000;63;loan_96240;100.0%
Kalendae;24 meses;B4;19,70% a.a.;R$258.000;64;loan_95978;100.0%
Geraes Tecnologia Assistiva;24 meses;B6;21,70% a.a.;R$48.000;64;loan_95748;100.0%
Diaslins Advogados;24 meses;D3;41,91% a.a.;R$28.000;64;loan_95658;100.0%
Pousada Casa Mar;24 meses;C1;25,64% a.a.;R$158.000;64;loan_95615;100.0%
Casa do Norte Serra Grande;24 meses;B5;20,70% a.a.;R$146.000;64;loan_95565;100.0%
Space Kids Berçário;24 meses;C3;28,32% a.a.;R$44.000;64;loan_95373;100.0%
Especialize Odontologia;24 meses;D2;37,99% a.a.;R$28.000;64;loan_95188;100.0%
R&M Distribuidora e Serviços ;24 meses;C3;28,32% a.a.;R$28.000;64;loan_95111;100.0%
Lis;24 meses;B4;19,70% a.a.;R$136.000;64;loan_95047;100.0%
Brascon Comunicação Visual;15 meses;B6;21,70% a.a.;R$28.000;64;loan_95019;100.0%
Rac Metalurgica;24 meses;D3;41,91% a.a.;R$28.000;65;loan_94885;100.0%
Audicon;24 meses;E1;59,73% a.a.;R$16.000;65;loan_94379;100.0%
Data - A Soluções em Previdência;24 meses;B5;20,70% a.a.;R$66.000;65;loan_94293;100.0%
Portefrio;24 meses;B6;21,70% a.a.;R$216.000;65;loan_94127;100.0%
Buywebcar;12 meses;D3;41,91% a.a.;R$54.000;65;loan_93762;100.0%
Araunah Foods;24 meses;B6;21,70% a.a.;R$408.000;65;loan_93487;100.0%
GSX CONSULTORIA APOIO;24 meses;C3;28,32% a.a.;R$80.000;65;loan_93229;100.0%
JLC Consultoria;12 meses;D1;35,28% a.a.;R$26.000;65;loan_92338;100.0%
Studio Scatena Arquitetura;18 meses;C1;25,64% a.a.;R$16.000;65;loan_91302;100.0%
Net Profit Treinamentos - RJ;24 meses;C1;25,64% a.a.;R$54.000;65;loan_90997;100.0%
RMV Logística;24 meses;D2;37,99% a.a.;R$78.000;66;loan_76435;100.0%
Sumitani - Escritório Contábil;24 meses;E2;61,59% a.a.;R$34.000;66;loan_94981;100.0%
Global Telefonia e Informática;12 meses;C2;26,82% a.a.;R$28.000;66;loan_94619;100.0%
Locus Contabilidade;24 meses;B5;20,70% a.a.;R$52.000;66;loan_94147;100.0%
Sweemy;24 meses;C2;26,82% a.a.;R$28.000;66;loan_94390;100.0%
Quanta Inspeções;24 meses;C3;28,32% a.a.;R$126.000;66;loan_93859;100.0%
Mais Brasil - Rede de Drogarias; 24 meses;E1;59,73% a.a.;R$38.000;66;loan_93544;100.0%
Ottom Automação;15 meses;C1;25,64% a.a.;R$26.000;66;loan_94329;100.0%
Pinguim Telecom e Tecnologia;24 meses;D3;41,91% a.a.;R$28.000;66;loan_93743;100.0%
Educalibras - Linguagem de Sinais;24 meses;B6;21,70% a.a.;R$164.000;66;loan_94872;100.0%
Líder Lubrificantes;12 meses;C3;28,32% a.a.;R$26.000;67;loan_94652;100.0%
JP Rio Serviços;24 meses;D3;41,91% a.a.;R$88.000;67;loan_94344;100.0%
Dalper Tecnologia Antipragas;24 meses;C1;25,64% a.a.;R$104.000;67;loan_43281;100.0%
Engemove;24 meses;B6;21,70% a.a.;R$200.000;67;loan_93466;100.0%
Getcap;24 meses;E3;63,65% a.a.;R$16.000;67;loan_93304;100.0%
Exclusive Colchoaria Premium;24 meses;D3;41,91% a.a.;R$38.000;67;loan_93757;100.0%
Tríade Editorial; 24 meses;B6;21,70% a.a.;R$26.000;67;loan_93960;100.0%
Hanova;24 meses;B6;21,70% a.a.;R$338.000;67;loan_95207;100.0%
Adjel Serviços ;24 meses;D1;35,28% a.a.;R$100.000;67;loan_93906;100.0%
Viva Medicamentos;24 meses;B6;21,70% a.a.;R$292.000;67;loan_91439;100.0%
Converge Marketing;18 meses;D1;35,28% a.a.;R$16.000;68;loan_93653;100.0%
Body & Mind Coaching Institute;24 meses;B6;21,70% a.a.;R$42.000;68;loan_93811;100.0%
Brasil Conect;24 meses;D1;35,28% a.a.;R$46.000;68;loan_94260;100.0%
Prime Bier;24 meses;C1;25,64% a.a.;R$56.000;68;loan_94142;100.0%
Labcris Análises Ambientais;12 meses;D1;35,28% a.a.;R$48.000;68;loan_93959;100.0%
HD Rodas - Distribuidora de Rodas e Pneus;24 meses;B6;21,70% a.a.;R$178.000;68;loan_93904;100.0%
Mundo Línguas;24 meses;B6;21,70% a.a.;R$64.000;68;loan_93710;100.0%
Joalheria do Piula;24 meses;C3;28,32% a.a.;R$28.000;68;loan_93552;100.0%
Gatilho;18 meses;D2;37,99% a.a.;R$44.000;68;loan_93503;100.0%
Hotel Filipéia ;24 meses;D3;41,91% a.a.;R$42.000;68;loan_93461;100.0%
VR Food ;18 meses;C3;28,32% a.a.;R$160.000;69;loan_93441;100.0%
R&V Gerenciamento de Eventos;18 meses;C2;26,82% a.a.;R$60.000;69;loan_93365;100.0%
Razor Computadores;24 meses;C1;25,64% a.a.;R$144.000;69;loan_93245;100.0%
Planejar Design;9 meses;D2;37,99% a.a.;R$30.000;69;loan_92963;100.0%
WeberMT;24 meses;B6;21,70% a.a.;R$232.000;69;loan_92838;100.0%
Haight Clothing;24 meses;B3;18,72% a.a.;R$150.000;69;loan_91894;100.0%
GY Iluminação;24 meses;D1;35,28% a.a.;R$34.000;69;loan_78026;100.0%
Ofertas Mágicas;18 meses;B5;20,70% a.a.;R$54.000;69;loan_68324;100.0%
SALLES DESPACHANTE;24 meses;C2;26,82% a.a.;R$54.000;69;loan_93423;100.0%
Sorrisus Clínicas Odontológicas ;24 meses;D3;41,91% a.a.;R$66.000;69;loan_93404;100.0%
Diferencial Contabilidade;18 meses;E1;59,73% a.a.;R$28.000;70;loan_93352;100.0%
Esteves Assessoria em Comércio Exterior Ltda;12 meses;E1;59,73% a.a.;R$22.000;70;loan_93326;100.0%
KLF Agrosolução;24 meses;D2;37,99% a.a.;R$164.000;70;loan_93252;100.0%
Baby Care Store;24 meses;B4;19,70% a.a.;R$54.000;70;loan_93251;100.0%
M Vertical;12 meses;C3;28,32% a.a.;R$42.000;70;loan_93215;100.0%
Big Joe;12 meses;D3;41,91% a.a.;R$22.000;70;loan_93161;100.0%
Royal Receptivo;24 meses;B6;21,70% a.a.;R$82.000;70;loan_93000;100.0%
Targues Musical Solutions;24 meses;C1;25,64% a.a.;R$44.000;70;loan_92992;100.0%
Sppedras Distribuidora;24 meses;C1;25,64% a.a.;R$108.000;70;loan_92943;100.0%
CASA DO ROADIE;12 meses;C2;26,82% a.a.;R$42.000;70;loan_92845;100.0%
Gama System;24 meses;B6;21,70% a.a.;R$140.000;71;loan_92748;100.0%
STA Press;24 meses;C3;28,32% a.a.;R$54.000;71;loan_92707;100.0%
Rei da Oferta;24 meses;C3;28,32% a.a.;R$64.000;71;loan_92589;100.0%
Delta Agentes Autônomos de Investimentos;24 meses;E3;63,65% a.a.;R$28.000;71;loan_92487;100.0%
RCA MOTO RACING;18 meses;E1;59,73% a.a.;R$16.000;71;loan_92481;100.0%
Mão na Roda;24 meses;D1;35,28% a.a.;R$44.000;71;loan_91686;100.0%
Nutricorpus ;24 meses;E1;59,73% a.a.;R$28.000;71;loan_91355;100.0%
Eyejoy;18 meses;B4;19,70% a.a.;R$108.000;71;loan_91283;100.0%
Fofuras;24 meses;C2;26,82% a.a.;R$32.000;71;loan_73441;100.0%
Actionpay Brasil;9 meses;B3;18,72% a.a.;R$126.000;71;loan_92885;100.0%
Agência Bamboo;24 meses;C2;26,82% a.a.;R$48.000;72;loan_92833;100.0%
Supo Mungam Films;24 meses;D3;41,91% a.a.;R$54.000;72;loan_92773;100.0%
RAF.DESIGN;24 meses;B6;21,70% a.a.;R$102.000;72;loan_92699;100.0%
MEDX;18 meses;C2;26,82% a.a.;R$130.000;72;loan_92672;100.0%
CASA DE CARNE FANTASTICO;24 meses;D3;41,91% a.a.;R$54.000;72;loan_92618;100.0%
Fort Plast;15 meses;E1;59,73% a.a.;R$16.000;72;loan_92588;100.0%
Malisani Transportes;24 meses;C1;25,64% a.a.;R$44.000;72;loan_92518;100.0%
NYM STORE;18 meses;C3;28,32% a.a.;R$56.000;72;loan_92451;100.0%
Barcelos & Ferreira Manutenção;15 meses;E1;59,73% a.a.;R$32.000;72;loan_92445;100.0%
Morpheus Consultoria;24 meses;D3;41,91% a.a.;R$88.000;72;loan_92423;100.0%
MV Associados;18 meses;C2;26,82% a.a.;R$100.000;73;loan_92249;100.0%
Refrigeração Vila Nova ;12 meses;E2;61,59% a.a.;R$28.000;73;loan_92159;100.0%
Fertiagro;24 meses;C1;25,64% a.a.;R$108.000;73;loan_92130;100.0%
Cia Lúdica;24 meses;C3;28,32% a.a.;R$96.000;73;loan_92033;100.0%
Stella Semi Joias;24 meses;C3;28,32% a.a.;R$38.000;73;loan_92006;100.0%
Premiere Empreendimentos Imobiliários;24 meses;B4;19,70% a.a.;R$78.000;73;loan_91752;100.0%
VL Telas;18 meses;E1;59,73% a.a.;R$56.000;73;loan_91747;100.0%
Estação da Beleza Perfumes e Cosméticos;24 meses;D2;37,99% a.a.;R$28.000;73;loan_91727;100.0%
Pet Shop Bicho Guloso;24 meses;D2;37,99% a.a.;R$34.000;73;loan_91670;100.0%
NL Turismo;24 meses;A3;16,49% a.a.;R$188.000;73;loan_91486;100.0%
Tubolit Adesivos e Revestimentos;18 meses;B4;19,70% a.a.;R$206.000;74;loan_91436;100.0%
Imobiliária Uberlândia;24 meses;D2;37,99% a.a.;R$54.000;74;loan_90902;100.0%
Key Best Solution;24 meses;D3;41,91% a.a.;R$34.000;74;loan_90738;100.0%
Karam's Mar;24 meses;C2;26,82% a.a.;R$208.000;74;loan_90239;100.0%
Aureon;24 meses;B6;21,70% a.a.;R$176.000;74;loan_88564;100.0%
Odonto POP;24 meses;E1;59,73% a.a.;R$34.000;74;loan_86935;100.0%
Troca de Óleo Asa Branca;24 meses;D1;35,28% a.a.;R$54.000;74;loan_84766;100.0%
Goiânia Society Bar;24 meses;D1;35,28% a.a.;R$66.000;74;loan_79206;100.0%
Fly Multimarcas;24 meses;C3;28,32% a.a.;R$100.000;74;loan_77496;100.0%
L & L Interiores;12 meses;C1;25,64% a.a.;R$26.000;74;loan_74386;100.0%
Supervisão Mooca;24 meses;C1;25,64% a.a.;R$56.000;75;loan_70346;100.0%
Nama;24 meses;D3;41,91% a.a.;R$108.000;75;loan_69584;100.0%
B2C Comunicação;24 meses;B6;21,70% a.a.;R$50.000;75;loan_57349;100.0%
MV Variedades;24 meses;C2;26,82% a.a.;R$82.000;75;loan_91991;100.0%
MP AUTOMAÇÃO ;24 meses;B5;20,70% a.a.;R$152.000;75;loan_91885;100.0%
AGX;24 meses;D1;35,28% a.a.;R$34.000;75;loan_91801;100.0%
Bold Tencologia;24 meses;C2;26,82% a.a.;R$30.000;75;loan_91743;100.0%
Friend - Consultores e Projetos SAP;12 meses;B2;17,74% a.a.;R$106.000;75;loan_91682;100.0%
Cell Project - Infraestrutura para Telecom;18 meses;C2;26,82% a.a.;R$98.000;75;loan_91663;100.0%
NOEM - NÚCLEO DE OTIMIZAÇÃO ESTRUTURAL E MATERIAIS;24 meses;C2;26,82% a.a.;R$72.000;75;loan_91251;100.0%
Ciclo Digital - Inteligência em e-commerce;24 meses;D1;35,28% a.a.;R$72.000;76;loan_91003;100.0%
HABREU Contábil;12 meses;D3;41,91% a.a.;R$32.000;76;loan_90449;100.0%
FP Foods;24 meses;C1;25,64% a.a.;R$132.000;76;loan_90433;100.0%
Nacional Frigo;12 meses;C1;25,64% a.a.;R$32.000;76;loan_90328;100.0%
MAQPEN;24 meses;D1;35,28% a.a.;R$98.000;76;loan_90315;100.0%
Habitar Empreendimentos;24 meses;D1;35,28% a.a.;R$52.000;76;loan_90264;100.0%
BHMIX EMBALAGENS;24 meses;C3;28,32% a.a.;R$30.000;76;loan_90243;100.0%
TECNO CLIMA;24 meses;C3;28,32% a.a.;R$28.000;76;loan_90086;100.0%
NEW GROUP;24 meses;A3;16,49% a.a.;R$468.000;76;loan_86618;100.0%
Confrapar Adm e Gestão de Recursos ;24 meses;A3;16,49% a.a.;R$410.000;76;loan_84797;100.0%
P2P;24 meses;B6;21,70% a.a.;R$108.000;77;loan_81915;100.0%
AGF Expedicionarios;12 meses;B4;19,70% a.a.;R$192.000;77;loan_77984;100.0%
SUIV - Sistema Unificado de Informações Veiculares;24 meses;D2;37,99% a.a.;R$58.000;77;loan_74961;100.0%
Lead Resultado;12 meses;C3;28,32% a.a.;R$50.000;77;loan_73867;100.0%
Frango do Portuga;24 meses;D3;41,91% a.a.;R$38.000;77;loan_3065;100.0%
Casa do Sorriso Odontologia Estética;12 meses;D1;35,28% a.a.;R$18.000;77;loan_85508;100.0%
Cyber Telecom;24 meses;B6;21,70% a.a.;R$56.000;77;loan_91430;100.0%
Bendito Burger;24 meses;B6;21,70% a.a.;R$36.000;77;loan_91337;100.0%
Smart - Sistemas Inteligentes;24 meses;C1;25,64% a.a.;R$52.000;77;loan_91133;100.0%
Roster - Indústria de Máquinas e Equipamentos;24 meses;B6;21,70% a.a.;R$102.000;77;loan_91100;100.0%
OZ Technology;24 meses;B6;21,70% a.a.;R$164.000;78;loan_91011;100.0%
Festi Contabilidade;24 meses;C2;26,82% a.a.;R$48.000;78;loan_90988;100.0%
JCM - Ferramentas Especiais;24 meses;C3;28,32% a.a.;R$54.000;78;loan_90962;100.0%
Leafar Imóveis;24 meses;B6;21,70% a.a.;R$78.000;78;loan_90893;100.0%
Delta Rio Elevadores;24 meses;B5;20,70% a.a.;R$64.000;78;loan_90892;100.0%
Tática Solutions;24 meses;B6;21,70% a.a.;R$104.000;78;loan_90834;100.0%
Funhouse - Produções e Edições;18 meses;C3;28,32% a.a.;R$28.000;78;loan_90807;100.0%
Minas Home Decor;18 meses;C1;25,64% a.a.;R$28.000;78;loan_90740;100.0%
Mirage ;24 meses;C1;25,64% a.a.;R$58.000;78;loan_90657;100.0%
Dular - Materiais de Construção;24 meses;C3;28,32% a.a.;R$42.000;78;loan_90573;100.0%
Rubiáceas;24 meses;C2;26,82% a.a.;R$58.000;79;loan_90364;100.0%
Grupo Fernandes;24 meses;B6;21,70% a.a.;R$62.000;79;loan_90330;100.0%
Citrus Roveri;24 meses;D2;37,99% a.a.;R$90.000;79;loan_90329;100.0%
ASA ONZE PRODUTORA;9 meses;C1;25,64% a.a.;R$64.000;79;loan_90244;100.0%
Pizzaria do Fritz;24 meses;B5;20,70% a.a.;R$50.000;79;loan_90201;100.0%
Segura Contabilidade;24 meses;B6;21,70% a.a.;R$90.000;79;loan_90019;100.0%
Wealth Systems;24 meses;B2;17,74% a.a.;R$228.000;79;loan_90005;100.0%
Colégio Geometria;24 meses;B5;20,70% a.a.;R$74.000;79;loan_89943;100.0%
NewPOP Editora;18 meses;C1;25,64% a.a.;R$76.000;79;loan_89886;100.0%
Q2 TEC PRODUTOS MEDICOS ODONTOLOGICOS;24 meses;B5;20,70% a.a.;R$244.000;79;loan_89884;100.0%
Helitec;24 meses;B6;21,70% a.a.;R$80.000;80;loan_89861;100.0%
CALYX SERVICOS E TECNOLOGIA;12 meses;D3;41,91% a.a.;R$20.000;80;loan_89835;100.0%
IHEL - Instituto de Hematologia de Londrina;24 meses;C1;25,64% a.a.;R$240.000;80;loan_89502;100.0%
Rokaz Componentes Eletrônicos;24 meses;B5;20,70% a.a.;R$78.000;80;loan_87051;100.0%
Nexyon;24 meses;B4;19,70% a.a.;R$204.000;80;loan_85738;100.0%
Vision Med;24 meses;D3;41,91% a.a.;R$66.000;80;loan_85647;100.0%
Meduri Tecnologia em Segurança ;24 meses;C3;28,32% a.a.;R$30.000;80;loan_81735;100.0%
1001 Sapatilhas Caruaru;24 meses;D2;37,99% a.a.;R$28.000;80;loan_79867;100.0%
Clínica & Pet Shop Preço Baixo;24 meses;B6;21,70% a.a.;R$106.000;80;loan_79025;100.0%
ACCE CONTABILIDADE;12 meses;B6;21,70% a.a.;R$30.000;80;loan_78469;100.0%
Solstício Sistemas Fotovoltaicos;12 meses;C1;25,64% a.a.;R$80.000;81;loan_76737;100.0%
Posto Anhanguera;18 meses;C3;28,32% a.a.;R$108.000;81;loan_75255;100.0%
Daiken Elevadores;24 meses;B4;19,70% a.a.;R$156.000;81;loan_72298;100.0%
Leandro Ribeiro Corretora de Seguros;24 meses;B6;21,70% a.a.;R$50.000;81;loan_71723;100.0%
JLG Reparação e Manutenção;12 meses;E2;61,59% a.a.;R$52.000;81;loan_68962;100.0%
ITSS Tecnologia;24 meses;C1;25,64% a.a.;R$214.000;81;loan_28786;100.0%
HPEX;18 meses;C3;28,32% a.a.;R$82.000;81;loan_90840;100.0%
SELBER TRATAMENTO DE METAIS LTDA;24 meses;D1;35,28% a.a.;R$110.000;81;loan_90370;100.0%
Dablio Spa Urbano;24 meses;D1;35,28% a.a.;R$22.000;81;loan_88317;100.0%
Fórmula Contábil;21 meses;D1;35,28% a.a.;R$28.000;81;loan_91055;100.0%
Liton Chemicals;24 meses;C2;26,82% a.a.;R$112.000;82;loan_90817;100.0%
Market21 Comunicação;24 meses;B5;20,70% a.a.;R$110.000;82;loan_90794;100.0%
SF Store;18 meses;D1;35,28% a.a.;R$110.000;82;loan_90780;100.0%
Raffinato Móveis;18 meses;C3;28,32% a.a.;R$88.000;82;loan_90742;100.0%
Márcio Azevedo Churrascos;24 meses;D3;41,91% a.a.;R$18.000;82;loan_90696;100.0%
OAT Solutions;24 meses;B4;19,70% a.a.;R$214.000;82;loan_90561;100.0%
porto denim;24 meses;D1;35,28% a.a.;R$56.000;82;loan_90532;100.0%
Visualbrand;24 meses;B6;21,70% a.a.;R$140.000;82;loan_90442;100.0%
Sopetra;18 meses;B3;18,72% a.a.;R$268.000;82;loan_90353;100.0%
POINT Comunicação e Marketing;18 meses;C2;26,82% a.a.;R$98.000;82;loan_89979;100.0%
JL & V;24 meses;D1;35,28% a.a.;R$28.000;83;loan_89933;100.0%
PROACT;24 meses;C2;26,82% a.a.;R$82.000;83;loan_89931;100.0%
CIA DO BEBE;12 meses;B5;20,70% a.a.;R$28.000;83;loan_89645;100.0%
Speednet Conectek;24 meses;C3;28,32% a.a.;R$28.000;83;loan_89619;100.0%
Vitopan;24 meses;D3;41,91% a.a.;R$56.000;83;loan_89528;100.0%
ZN MULTIMARCAS;24 meses;C1;25,64% a.a.;R$60.000;83;loan_88821;100.0%
Ilumne Cursos;24 meses;B6;21,70% a.a.;R$110.000;83;loan_88415;100.0%
Prolink telecom;24 meses;D2;37,99% a.a.;R$88.000;83;loan_88279;100.0%
RAINHA DA PAZ PIZZARIA LTDA;24 meses;C3;28,32% a.a.;R$58.000;83;loan_88056;100.0%
Brinquedo & Cia;24 meses;C3;28,32% a.a.;R$50.000;83;loan_87533;100.0%
Kadernu's Livraria e Papelaria;24 meses;E1;59,73% a.a.;R$44.000;84;loan_86923;100.0%
Get Go Câmbio;24 meses;C1;25,64% a.a.;R$166.000;84;loan_86635;100.0%
Espetinhos Churra Bom;24 meses;B6;21,70% a.a.;R$212.000;84;loan_85763;100.0%
CONTINBOX CONTABILIDADE ONLINE;24 meses;B4;19,70% a.a.;R$88.000;84;loan_85714;100.0%
PAO CARNE QUEIJO;12 meses;D1;35,28% a.a.;R$30.000;84;loan_84773;100.0%
Cubbo Construção Sustentável;24 meses;C3;28,32% a.a.;R$62.000;84;loan_84084;100.0%
Optimum;18 meses;B4;19,70% a.a.;R$148.000;84;loan_82441;100.0%
Cervejaria Manda Beer ;15 meses;D3;41,91% a.a.;R$30.000;84;loan_81052;100.0%
COLEGIO INOVACAO;12 meses;C3;28,32% a.a.;R$86.000;84;loan_77614;100.0%
Açougue aviário asa branca ;24 meses;C3;28,32% a.a.;R$56.000;84;loan_71120;100.0%
Dacorshop;24 meses;C1;25,64% a.a.;R$80.000;85;loan_69755;100.0%
BR Mobility;12 meses;B6;21,70% a.a.;R$56.000;85;loan_69701;100.0%
Lighthouse - Apps Incríveis;24 meses;B4;19,70% a.a.;R$110.000;85;loan_35819;100.0%
LABORATÓRIO MTC;24 meses;D3;41,91% a.a.;R$78.000;85;loan_22780;100.0%
ESQUADRIAS GOLD ;24 meses;E1;59,73% a.a.;R$44.000;85;loan_90241;100.0%
Bioma Científica Produtos e Serviços Laboratoriais;24 meses;C1;25,64% a.a.;R$66.000;85;loan_90043;100.0%
LADY EVA MODA EVANGELICA;24 meses;B5;20,70% a.a.;R$164.000;85;loan_89880;100.0%
Key Associados - Soluções Sustentáveis;24 meses;B6;21,70% a.a.;R$110.000;85;loan_89709;100.0%
Mega Atacadista;24 meses;C3;28,32% a.a.;R$38.000;85;loan_89703;100.0%
CyberNet;24 meses;B6;21,70% a.a.;R$110.000;85;loan_89442;100.0%
Recuperação Engenharia;24 meses;B4;19,70% a.a.;R$330.000;86;loan_89248;100.0%
novo stylo ;21 meses;D1;35,28% a.a.;R$20.000;86;loan_89057;100.0%
Fashion Store;24 meses;E2;61,59% a.a.;R$56.000;86;loan_88639;100.0%
Rv-NET;24 meses;C2;26,82% a.a.;R$88.000;86;loan_88558;100.0%
PARADA 487 COMERCIO DE PLASTICOS ;24 meses;D1;35,28% a.a.;R$110.000;86;loan_88524;100.0%
Mr Clean;24 meses;C1;25,64% a.a.;R$110.000;86;loan_88419;100.0%
Trans sul;24 meses;D3;41,91% a.a.;R$28.000;86;loan_88332;100.0%
Familia caranguejo ;18 meses;D3;41,91% a.a.;R$56.000;86;loan_88285;100.0%
Coexiste Cursos e Treinamentos;24 meses;D1;35,28% a.a.;R$78.000;86;loan_88191;100.0%
FFX INTERNATIONAL CASH MANAGEMENT;12 meses;C2;26,82% a.a.;R$64.000;86;loan_87836;100.0%
UNION DISTRIBUIDORA LTDA;24 meses;D3;41,91% a.a.;R$100.000;87;loan_87637;100.0%
EKOV COMERCIO E SERVICOS VETERINARIOS E NAUTICA EIRELI;21 meses;D2;37,99% a.a.;R$28.000;87;loan_87378;100.0%
Panetrigo ;12 meses;E3;63,65% a.a.;R$26.000;87;loan_86359;100.0%
