nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem
BDS Ar Condicionado;24 meses;B5;24,22% a.a.;R$346.000;116;loan_68835;100.0%
GBU;18 meses;C3;34,39% a.a.;R$28.000;116;loan_68808;100.0%
Gigalink Provedor de Internet;24 meses;B3;21,66% a.a.;R$220.000;116;loan_68165;100.0%
Prevtodos Saude;15 meses;B6;25,22% a.a.;R$74.000;117;loan_67941;100.0%
Scanner Automation;24 meses;C3;34,39% a.a.;R$136.000;117;loan_64304;100.0%
Photosant;18 meses;C1;30,12% a.a.;R$54.000;117;loan_51752;100.0%
WPS - Wellness Personal Studio;24 meses;B6;25,22% a.a.;R$44.000;117;loan_69395;100.0%
Spazziom;24 meses;C3;34,39% a.a.;R$34.000;117;loan_69053;100.0%
IXIA Gerenciamento;24 meses;B6;25,22% a.a.;R$258.000;117;loan_68996;100.0%
Hospital Veterinario Levet;24 meses;B3;21,66% a.a.;R$84.000;117;loan_68954;100.0%
Carrego;10 meses;D1;40,77% a.a.;R$32.000;117;loan_68826;100.0%
EAE MARKETING DIGITAL;12 meses;C3;34,39% a.a.;R$42.000;117;loan_68346;100.0%
Kyriakos Logistica;12 meses;D3;47,36% a.a.;R$52.000;117;loan_68234;100.0%
LMR Escolta e Licenças;24 meses;C2;32,80% a.a.;R$54.000;118;loan_68084;100.0%
AUXILIUM ODONTO;18 meses;C3;34,33% a.a.;R$38.000;118;loan_67090;100.0%
Orcoma Contabilidade;24 meses;C1;30,12% a.a.;R$110.000;118;loan_66784;100.0%
Rio Ecoesporte;24 meses;D3;47,36% a.a.;R$26.000;118;loan_65404;100.0%
Actionbr;18 meses;B4;23,24% a.a.;R$324.000;118;loan_64630;100.0%
Olivo S/A - Produtos Elétricos;18 meses;A3;16,49% a.a.;R$474.000;118;loan_63604;100.0%
Wiseup;12 meses;D3;47,30% a.a.;R$22.000;118;loan_58147;100.0%
Bessa Produção e Distribuição de Frutas;12 meses;B6;22,71% a.a.;R$42.000;118;loan_68044;100.0%
Fruta Pronta;15 meses;C2;29,54% a.a.;R$44.000;118;loan_67907;100.0%
CHICO TRANSPORTES EXPRESS;15 meses;D1;38,48% a.a.;R$54.000;118;loan_66564;100.0%
MINERACAO COSTA;12 meses;D2;41,75% a.a.;R$42.000;119;loan_63134;100.0%
Horta na Cesta;12 meses;D1;38,48% a.a.;R$22.000;119;loan_53963;100.0%
Artex Mesa & Banho;24 meses;B5;21,27% a.a.;R$132.000;119;loan_67585;100.0%
Panalu Calçados;12 meses;C2;29,54% a.a.;R$22.000;119;loan_67165;100.0%
LOTERICA BELVEDERE;18 meses;C2;29,54% a.a.;R$54.000;119;loan_66334;100.0%
Sipvoice Telefonia IP;24 meses;D2;41,75% a.a.;R$44.000;119;loan_66054;100.0%
Tazay Transportes;15 meses;C1;26,97% a.a.;R$278.000;119;loan_65811;100.0%
Hiper Pet Bichos e Cia;12 meses;D3;46,44% a.a.;R$28.000;119;loan_62007;100.0%
Magno Modas;12 meses;D1;38,48% a.a.;R$54.000;119;loan_60815;100.0%
eSolution Tecnologia;24 meses;B5;21,27% a.a.;R$58.000;119;loan_59012;100.0%
UBEC Reciclagem;24 meses;D3;46,44% a.a.;R$42.000;120;loan_56814;100.0%
Taicom Metais;12 meses;D2;41,75% a.a.;R$64.000;120;loan_56020;100.0%
Avant Consultoria Mineral;12 meses;D1;38,48% a.a.;R$54.000;120;loan_52566;100.0%
Grupo Adapta Publicidade;12 meses;C3;33,39% a.a.;R$22.000;120;loan_46310;100.0%
Moschetta Corretora de Seguros;24 meses;B6;22,71% a.a.;R$30.000;120;loan_40500;100.0%
Hekima;18 meses;B2;18,72% a.a.;R$142.000;120;loan_65841;100.0%
Villefer;24 meses;B6;22,71% a.a.;R$140.000;120;loan_64899;100.0%
Damape;12 meses;C3;33,39% a.a.;R$108.000;120;loan_64553;100.0%
TIEX;15 meses;C2;29,54% a.a.;R$160.000;120;loan_63066;100.0%
Costão do Santinho Resort;24 meses;A3;16,49% a.a.;R$520.000;120;loan_63040;100.0%
Fiorello Insumos;18 meses;D1;38,48% a.a.;R$44.000;121;loan_63023;100.0%
Planetun;15 meses;B6;22,71% a.a.;R$182.000;121;loan_60799;100.0%
Rima;24 meses;C2;29,54% a.a.;R$128.000;121;loan_60260;100.0%
Elite Logística;12 meses;D2;41,75% a.a.;R$76.000;121;loan_58154;100.0%
UPPERCASE;24 meses;B6;22,71% a.a.;R$52.000;121;loan_55879;100.0%
GDC Móveis;12 meses;D3;46,44% a.a.;R$34.000;121;loan_55289;100.0%
Kecer Corretora;18 meses;D2;41,75% a.a.;R$44.000;121;loan_51065;100.0%
Ahgora Sistemas;24 meses;B1;17,88% a.a.;R$252.000;121;loan_63832;100.0%
Sevilha Contabilidade;15 meses;B6;22,71% a.a.;R$214.000;121;loan_63017;100.0%
Griffin Montagens Promocionais;24 meses;D1;38,48% a.a.;R$68.000;121;loan_62556;100.0%
FEELJOY;18 meses;B3;19,56% a.a.;R$28.000;122;loan_62263;100.0%
REDAI;18 meses;B5;21,27% a.a.;R$94.000;122;loan_62137;100.0%
Gmode;10 meses;D3;46,44% a.a.;R$54.000;122;loan_61827;100.0%
LDI Eletrônica Industrial;18 meses;D3;46,44% a.a.;R$44.000;122;loan_61736;100.0%
Advisia Management Consulting;24 meses;B2;18,72% a.a.;R$258.000;122;loan_61279;100.0%
Levvo - Franqueado McDonald's;15 meses;B4;20,13% a.a.;R$514.000;122;loan_61044;100.0%
Sul Transportes;18 meses;B5;21,27% a.a.;R$146.000;122;loan_60446;100.0%
Koru Perfumaria E Cosméticos;12 meses;D2;41,75% a.a.;R$24.000;122;loan_59380;100.0%
Alx Consultoria;15 meses;C3;33,39% a.a.;R$96.000;122;loan_59140;100.0%
Procalc;18 meses;C3;33,39% a.a.;R$214.000;122;loan_56559;100.0%
PSJ;15 meses;C1;26,97% a.a.;R$108.000;123;loan_22286;100.0%
Squad 360;15 meses;C3;33,39% a.a.;R$108.000;123;loan_62504;100.0%
Sopetra;24 meses;B3;19,56% a.a.;R$452.000;123;loan_62487;100.0%
Mharko;24 meses;D3;46,44% a.a.;R$40.000;123;loan_61572;100.0%
Interação;24 meses;C1;26,97% a.a.;R$54.000;123;loan_61043;100.0%
LIGHT AND JOY;15 meses;B5;21,27% a.a.;R$38.000;123;loan_60929;100.0%
Run&Fun Assessoria Esportiva;24 meses;B4;20,13% a.a.;R$110.000;123;loan_60684;100.0%
Terceirização Contabil;24 meses;B6;22,71% a.a.;R$80.000;123;loan_60611;100.0%
Geld Group;24 meses;D1;38,48% a.a.;R$78.000;123;loan_59745;100.0%
Dead Pixel;24 meses;B5;21,27% a.a.;R$100.000;123;loan_57201;100.0%
Empreiteira Costa Nunes;10 meses;D3;46,44% a.a.;R$32.000;124;loan_56560;100.0%
Bela Saúde Corretora de Seguros ;24 meses;C1;26,97% a.a.;R$56.000;124;loan_55442;100.0%
Portal SPL;18 meses;C3;33,39% a.a.;R$54.000;124;loan_54217;100.0%
Rocha Moreira;12 meses;D3;46,44% a.a.;R$98.000;124;loan_52082;100.0%
SMO - Serviços Médicos Oftalmológicos;18 meses;B5;21,27% a.a.;R$216.000;124;loan_51454;100.0%
D Melo Serviços de Informática Ltda ;15 meses;D2;41,75% a.a.;R$18.000;124;loan_61355;100.0%
TPS IT;24 meses;C2;29,54% a.a.;R$110.000;124;loan_59844;100.0%
Wizard Idiomas - Bairro Aclimação SP;15 meses;B6;22,71% a.a.;R$162.000;124;loan_59305;100.0%
Prosperity;18 meses;D1;38,48% a.a.;R$88.000;124;loan_58744;100.0%
Campion Gestão Visual Especializada;15 meses;C2;29,54% a.a.;R$22.000;124;loan_58666;100.0%
Magia e Imaginação;12 meses;D3;46,44% a.a.;R$34.000;125;loan_58022;100.0%
Qualiverde e Eficiência Energética e Serviços Ltda. - ME;12 meses;C2;29,54% a.a.;R$160.000;125;loan_57812;100.0%
CEMA - Centro Educacional Maria Aparecida;12 meses;C1;26,97% a.a.;R$32.000;125;loan_57762;100.0%
CR Lingerie;6 meses;D1;38,48% a.a.;R$106.000;125;loan_57276;100.0%
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B3;19,56% a.a.;R$298.000;125;loan_60394;100.0%
Santo Traço;15 meses;C2;29,54% a.a.;R$34.000;125;loan_59910;100.0%
WTP Sistemas;15 meses;D3;46,44% a.a.;R$110.000;125;loan_59600;100.0%
GRUPO JRB;24 meses;B5;21,27% a.a.;R$104.000;125;loan_58992;100.0%
CONTIAR;12 meses;D3;46,44% a.a.;R$86.000;125;loan_58844;100.0%
A COLCHOARIA;18 meses;C1;26,97% a.a.;R$68.000;125;loan_58827;100.0%
A VIDA E BELA RESIDENCIAL PREMIUM;18 meses;C1;26,97% a.a.;R$34.000;126;loan_58474;100.0%
RIG PRODUÇÕES;24 meses;C1;26,97% a.a.;R$52.000;126;loan_58325;100.0%
maranello alimentos;24 meses;D3;46,44% a.a.;R$100.000;126;loan_57740;100.0%
IPrint Soluções em Impressões;18 meses;C3;33,39% a.a.;R$34.000;126;loan_57495;100.0%
VEDUCA;18 meses;B6;22,71% a.a.;R$108.000;126;loan_57337;100.0%
Semembrás Comércio de Sementes;18 meses;B6;22,71% a.a.;R$216.000;126;loan_57151;100.0%
Curso Perspectiva;18 meses;D1;38,48% a.a.;R$66.000;126;loan_56802;100.0%
JALES COMUNICAÇÃO;18 meses;D2;41,75% a.a.;R$56.000;126;loan_56290;100.0%
Joy Eventos;24 meses;B6;22,71% a.a.;R$208.000;126;loan_55072;100.0%
LYNCIS INFORMATICA;24 meses;C1;28,32% a.a.;R$72.000;126;loan_53182;100.0%
KIDSTOK;24 meses;D1;38,48% a.a.;R$88.000;127;loan_52989;100.0%
LOJA DA ZUANIR;18 meses;C3;33,39% a.a.;R$56.000;127;loan_52472;100.0%
Gramcow;12 meses;C2;29,54% a.a.;R$160.000;127;loan_51139;100.0%
M & M ODONTOLOGIA;15 meses;C3;33,39% a.a.;R$18.000;127;loan_50735;100.0%
Alice Wonders;18 meses;C1;26,97% a.a.;R$86.000;127;loan_50177;100.0%
NGC;12 meses;D2;41,75% a.a.;R$28.000;127;loan_47603;100.0%
Labclin Centro de Patologia Clinica;12 meses;C3;33,39% a.a.;R$28.000;127;loan_46188;100.0%
3JB VIGILANCIA LTDA;18 meses;D3;46,44% a.a.;R$88.000;127;loan_12127;100.0%
Tecinfinity Solutions;12 meses;D3;46,44% a.a.;R$28.000;127;loan_57617;100.0%
Móveis Doripel;24 meses;B2;18,72% a.a.;R$466.000;127;loan_57603;100.0%
EC5 Informática;15 meses;B6;22,71% a.a.;R$128.000;128;loan_56548;100.0%
Center Service Fênix;12 meses;D3;46,44% a.a.;R$28.000;128;loan_56098;100.0%
DS Link - Provedor de Internet;18 meses;D1;38,48% a.a.;R$28.000;128;loan_55824;100.0%
BRASIMAX;18 meses;D2;41,75% a.a.;R$28.000;128;loan_55677;100.0%
Vasta Engenharia ;12 meses;D3;46,44% a.a.;R$108.000;128;loan_55660;100.0%
Máxima Visão - Perícias e Vistorias;18 meses;C1;26,97% a.a.;R$56.000;128;loan_55651;100.0%
CLK Serviços;15 meses;C2;29,54% a.a.;R$54.000;128;loan_55266;100.0%
Geek Market;12 meses;D3;46,44% a.a.;R$18.000;128;loan_55164;100.0%
Square Hair&Care - Romeu Felipe;24 meses;B6;22,71% a.a.;R$216.000;128;loan_54746;100.0%
DESIGN ECHOS;24 meses;B2;18,72% a.a.;R$326.000;128;loan_50165;100.0%
GCON CONTABILIDADE;18 meses;D1;38,48% a.a.;R$34.000;129;loan_42159;100.0%
BANGALO DOS PASTEIS;18 meses;C2;29,54% a.a.;R$110.000;129;loan_39079;100.0%
Green Laser Brasil;15 meses;C1;28,32% a.a.;R$160.000;129;loan_55819;100.0%
Cereais Werlang;15 meses;A3;19,14% a.a.;R$532.000;129;loan_55580;100.0%
Solar Aquece;12 meses;C3;35,28% a.a.;R$54.000;129;loan_54989;100.0%
D'cor Decorações;12 meses;D3;46,44% a.a.;R$32.000;129;loan_54761;100.0%
Amareti Bebidas;24 meses;B5;23,29% a.a.;R$536.000;129;loan_54671;100.0%
MOCA BONITA;15 meses;D1;42,08% a.a.;R$22.000;129;loan_54583;100.0%
Kepler;12 meses;C2;31,37% a.a.;R$84.000;129;loan_54527;100.0%
Mastertec Automação Industrial;12 meses;D2;43,91% a.a.;R$38.000;129;loan_54391;100.0%
GRUPO SAN ROMAN;24 meses;C2;31,37% a.a.;R$54.000;130;loan_53573;100.0%
DELIVERY ACAI;24 meses;D3;46,44% a.a.;R$18.000;130;loan_53056;100.0%
G C L CARRINHOS;24 meses;D1;42,08% a.a.;R$88.000;130;loan_52978;100.0%
LOTERIA ZEBRINHA;15 meses;C3;35,28% a.a.;R$54.000;130;loan_52950;100.0%
NT MAIS TELECOM;15 meses;C3;35,28% a.a.;R$54.000;130;loan_52485;100.0%
JJ Chaves Contadores;24 meses;B6;24,02% a.a.;R$218.000;130;loan_51165;100.0%
Móveis Trex;18 meses;C1;28,32% a.a.;R$86.000;130;loan_49653;100.0%
Movex Academia ;15 meses;D3;46,44% a.a.;R$42.000;130;loan_49105;100.0%
Sacolão ABC UAI;12 meses;D3;46,44% a.a.;R$32.000;130;loan_39225;100.0%
REPRESENTACOES GOMES;15 meses;D2;43,91% a.a.;R$16.000;130;loan_54632;100.0%
Controend ltda;12 meses;C1;28,32% a.a.;R$84.000;131;loan_54037;100.0%
Area Sports;15 meses;C1;28,32% a.a.;R$54.000;131;loan_53959;100.0%
Uai Parafusos;12 meses;D3;46,44% a.a.;R$52.000;131;loan_53517;100.0%
Comercial Santanense;12 meses;D2;43,91% a.a.;R$32.000;131;loan_51276;100.0%
DR. GAZETO PET STORE;18 meses;C2;31,37% a.a.;R$34.000;131;loan_49084;100.0%
Don Hercules Pub e Barbearia;24 meses;D1;42,08% a.a.;R$28.000;131;loan_29706;100.0%
Zanini Descartáveis e Doces;15 meses;D3;46,44% a.a.;R$16.000;131;loan_52830;100.0%
Aplus Tecnologia;12 meses;C3;35,28% a.a.;R$106.000;131;loan_51882;100.0%
Grupo Adapta Publicidade;12 meses;C3;35,28% a.a.;R$22.000;131;loan_51777;100.0%
LSPRO;24 meses;B6;24,02% a.a.;R$220.000;131;loan_50658;100.0%
MEGH Indústria - Ceras e Emulsões;24 meses;B3;21,99% a.a.;R$544.000;132;loan_49769;100.0%
Gibbim Transformadores;12 meses;D3;46,44% a.a.;R$54.000;132;loan_47777;100.0%
Padaria e Confeitaria Focaccia;15 meses;D1;42,08% a.a.;R$54.000;132;loan_42530;100.0%
Celena Projetos de Iluminação;24 meses;A3;19,14% a.a.;R$166.000;132;loan_42529;100.0%
Gordinho Hot Dog;12 meses;D3;46,44% a.a.;R$44.000;132;loan_33791;100.0%
TARANTINO BARBER SHOP & TATTOO;24 meses;B6;24,02% a.a.;R$34.000;132;loan_51471;100.0%
Agroventania;24 meses;C2;31,37% a.a.;R$220.000;132;loan_50790;100.0%
Silva e Lucena Pizzaria Ltda;18 meses;C1;28,32% a.a.;R$54.000;132;loan_45437;100.0%
Digital Games PSN;12 meses;C2;31,37% a.a.;R$84.000;132;loan_41820;100.0%
DG Negócios Imobiliários;24 meses;C3;35,28% a.a.;R$110.000;132;loan_33256;100.0%
Levvo - Franqueado McDonald's;18 meses;B3;21,99% a.a.;R$534.000;133;loan_49803;100.0%
HR Service - Consultoria SAP HCM;24 meses;C1;28,32% a.a.;R$122.000;133;loan_46322;100.0%
Mãozinhas que Fazem - Recreação Infantil;21 meses;C1;28,32% a.a.;R$32.000;133;loan_46194;100.0%
CI/TECH Tecnologia;18 meses;C2;31,37% a.a.;R$54.000;133;loan_45517;100.0%
Papelaria Novo Horizonte;24 meses;B6;24,02% a.a.;R$66.000;133;loan_47128;100.0%
UNILED Lâmpadas;12 meses;C2;31,37% a.a.;R$84.000;133;loan_46440;100.0%
Laticinios Sgorla;24 meses;B6;24,02% a.a.;R$220.000;133;loan_46263;100.0%
Argenta Contabilidade;12 meses;C1;28,32% a.a.;R$106.000;133;loan_45287;100.0%
ITTE;24 meses;C1;28,32% a.a.;R$166.000;133;loan_43873;100.0%
InovarSST Consultoria;24 meses;C1;28,32% a.a.;R$28.000;133;loan_41688;100.0%
Forrech Comercio e Serviços ;12 meses;D3;46,44% a.a.;R$16.000;134;loan_41128;100.0%
Global Box Locação de Armários;24 meses;B4;22,56% a.a.;R$218.000;134;loan_46488;100.0%
Gráfica Expanssiva;15 meses;C2;31,37% a.a.;R$38.000;134;loan_45867;100.0%
NW Cobranças;18 meses;B6;24,02% a.a.;R$214.000;134;loan_44800;100.0%
A Cia - Steakhouse e Boutique de Carnes;24 meses;B4;22,56% a.a.;R$218.000;134;loan_44008;100.0%
HITS FM;15 meses;C3;35,28% a.a.;R$32.000;134;loan_43857;100.0%
Malteria Araribóia;24 meses;C3;35,28% a.a.;R$34.000;134;loan_43315;100.0%
DATA MAILING MARKETING SERVICE SOLUTION LTDA;24 meses;B6;24,02% a.a.;R$110.000;134;loan_42814;100.0%
Brasforja Peças Metálicas;24 meses;B4;22,56% a.a.;R$326.000;134;loan_41617;100.0%
Alpha7 Desenvolvimento de Software;24 meses;B4;22,56% a.a.;R$220.000;134;loan_20013;100.0%
Multitone - Sistemas de Comunicação Unificada;24 meses;B3;21,99% a.a.;R$110.000;135;loan_44494;100.0%
O Boticario;24 meses;B6;24,02% a.a.;R$110.000;135;loan_44247;100.0%
Mellão Trattoria;18 meses;C1;28,32% a.a.;R$108.000;135;loan_43954;100.0%
Calçados Malu;24 meses;A3;19,14% a.a.;R$540.000;135;loan_43657;100.0%
Kronos Games;8 meses;D3;46,44% a.a.;R$16.000;135;loan_42915;100.0%
JD Gessos e Divisórias;10 meses;D3;46,44% a.a.;R$16.000;135;loan_41610;100.0%
JUMPERS;24 meses;B5;23,29% a.a.;R$110.000;135;loan_32646;100.0%
Docemel - Distribuidora de Doces;12 meses;D3;46,44% a.a.;R$86.000;135;loan_42672;100.0%
CVGIL Telecom;12 meses;D3;46,44% a.a.;R$30.000;135;loan_42326;100.0%
TEKNIER ENGENHARIA E TECNOLOGIA LTDA;24 meses;C3;35,28% a.a.;R$44.000;135;loan_41770;100.0%
HAMMEL AGROCEREAIS LTDA;24 meses;C3;35,28% a.a.;R$160.000;136;loan_41062;100.0%
CAMPOVITA TRANSPORTES;24 meses;B6;24,02% a.a.;R$220.000;136;loan_38581;100.0%
Spirit - Ventiladores de Teto e Acessórios;24 meses;C1;28,32% a.a.;R$86.000;136;loan_34777;100.0%
Loja Chip7 e-Commerce;12 meses;D3;46,44% a.a.;R$54.000;136;loan_35153;100.0%
Negócio Tá Feito - E-commerce;12 meses;D3;46,44% a.a.;R$32.000;136;loan_42440;100.0%
Ocotea do Brasil - Compre Mudas;12 meses;D3;46,44% a.a.;R$32.000;136;loan_41456;100.0%
Academia Ponto Saude;18 meses;C2;31,37% a.a.;R$54.000;136;loan_41446;100.0%
Fantasias do Ó;15 meses;C3;35,28% a.a.;R$38.000;136;loan_41442;100.0%
Não+Pelo - Unidade Taquaral;18 meses;D3;46,44% a.a.;R$16.000;136;loan_41984;100.0%
Fidati Consultoria de Benefícios e Seguros;21 meses;C1;28,32% a.a.;R$82.000;136;loan_40877;100.0%
Inovaris - Comunicação e Eventos;12 meses;D3;46,44% a.a.;R$32.000;137;loan_23258;100.0%
MX Cursos Online;24 meses;B6;24,02% a.a.;R$54.000;137;loan_41410;100.0%
Emconexão - Sistemas Web para Gestão Pública e Privada;12 meses;D1;42,08% a.a.;R$36.000;137;loan_41207;100.0%
Grall Engenharia - Projetos;18 meses;C1;28,32% a.a.;R$26.000;137;loan_41032;100.0%
SMA Grupo - Serviços de Segurança;24 meses;B5;23,29% a.a.;R$54.000;137;loan_39546;100.0%
Bier Keller Distribuidora;18 meses;D3;46,44% a.a.;R$20.000;137;loan_37829;100.0%
ZAP - Materiais para Construção;24 meses;B4;22,56% a.a.;R$144.000;137;loan_36738;100.0%
Pendurama E-Commerce;24 meses;C2;31,37% a.a.;R$54.000;137;loan_28533;100.0%
Minuano - Indústrias de Peles;24 meses;A1;17,46% a.a.;R$534.000;137;loan_11442;100.0%
Sanecob Saneamento;15 meses;D3;46,44% a.a.;R$28.000;137;loan_40356;100.0%
Tênis+ Assessoria;24 meses;C1;28,32% a.a.;R$38.000;138;loan_39969;100.0%
Japão Pesca - Artefatos de Pesca;9 meses;D1;42,08% a.a.;R$30.000;138;loan_39384;100.0%
Saúde Lá em Casa - Produtos Saudáveis;18 meses;C3;35,28% a.a.;R$54.000;138;loan_24949;100.0%
Naturallog Transportes;24 meses;B4;22,56% a.a.;R$164.000;138;loan_23585;100.0%
VACCINI - CLINICA DE VACINACAO;24 meses;B5;23,29% a.a.;R$70.000;138;loan_39993;100.0%
Malibu Transportes & Logística;24 meses;B5;23,29% a.a.;R$164.000;138;loan_39037;100.0%
Cristalle Presentes - Loja de Casa e Decoração Online;12 meses;C1;28,32% a.a.;R$30.000;138;loan_39028;100.0%
IBSGAS INSTALACAO E MANUTENCAO;18 meses;C3;35,28% a.a.;R$160.000;138;loan_39019;100.0%
AG3 SOLUTIONS;24 meses;B6;24,02% a.a.;R$164.000;138;loan_38191;100.0%
RGD Informática - Revenda Macro Distribuidora;9 meses;D3;46,44% a.a.;R$20.000;138;loan_37980;100.0%
Mentha Painéis Decorativos;12 meses;C1;28,32% a.a.;R$110.000;139;loan_37449;100.0%
GPSE Contabilidade e Consultoria;18 meses;B5;23,29% a.a.;R$108.000;139;loan_37329;100.0%
Hidro Sports - Produtos Esportivos;24 meses;C1;28,32% a.a.;R$38.000;139;loan_35760;100.0%
POLIGEO REVESTIMENTOS;24 meses;B6;24,02% a.a.;R$58.000;139;loan_10652;100.0%
Nkoss Cosméticos e Acessórios Profissionais;21 meses;D2;43,91% a.a.;R$20.000;139;loan_38800;100.0%
Iva Chiabrando Advogados;24 meses;C1;28,32% a.a.;R$74.000;139;loan_38479;100.0%
SS Capotas e Acessórios;12 meses;D3;46,44% a.a.;R$26.000;139;loan_38086;100.0%
Solstício Sistemas Fotovoltaicos;24 meses;B4;22,56% a.a.;R$98.000;139;loan_37662;100.0%
Meu Câmbio;18 meses;B4;22,56% a.a.;R$54.000;139;loan_36877;100.0%
Crossfit Analia Franco;24 meses;D1;42,08% a.a.;R$22.000;139;loan_36828;100.0%
Vital Work;24 meses;B4;22,56% a.a.;R$66.000;140;loan_37716;100.0%
Geosolares Energias Renováveis;24 meses;C1;28,32% a.a.;R$54.000;140;loan_37227;100.0%
Centro Educacional Disneylândia;24 meses;B5;23,29% a.a.;R$164.000;140;loan_36945;100.0%
Maximum Security Sistemas de Monitoramento;24 meses;B5;23,29% a.a.;R$54.000;140;loan_36897;100.0%
Solutec - Soluções de Redes;24 meses;B3;21,99% a.a.;R$110.000;140;loan_36717;100.0%
GIGALINK;24 meses;B3;21,99% a.a.;R$220.000;140;loan_36635;100.0%
HPC;24 meses;D1;42,08% a.a.;R$22.000;140;loan_36204;100.0%
Intcom Soluções de RH e Viagens Corporativas;24 meses;B6;24,02% a.a.;R$136.000;140;loan_34131;100.0%
Lemar Ink Cartuchos para Impressoras;24 meses;B6;24,02% a.a.;R$110.000;140;loan_32468;100.0%
Telario Importação e Exportação;24 meses;B6;24,02% a.a.;R$56.000;140;loan_13180;100.0%
Fit4 Fitness - Equipamentos de Ginástica;24 meses;B4;22,56% a.a.;R$192.000;141;loan_2805;100.0%
Dedicatto Mobília;24 meses;B2;21,27% a.a.;R$320.000;141;loan_37608;100.0%
Droga Yan ;24 meses;C1;28,32% a.a.;R$28.000;141;loan_37096;100.0%
Promafa Biofaz Derivados de Mandioca;24 meses;B6;24,02% a.a.;R$220.000;141;loan_36613;100.0%
Ambra Química;24 meses;B5;23,29% a.a.;R$268.000;141;loan_36254;100.0%
Tsunami Sushi;24 meses;C1;28,32% a.a.;R$30.000;141;loan_35100;100.0%
Mecsupri Cartuchos para Impressão;24 meses;B6;24,02% a.a.;R$56.000;141;loan_33335;100.0%
I.Systems Automação Industrial;24 meses;A2;18,16% a.a.;R$540.000;141;loan_32453;100.0%
IXIA Serviços;24 meses;B4;22,56% a.a.;R$328.000;141;loan_36713;100.0%
Citróleo Produtos Naturais;24 meses;B5;23,29% a.a.;R$208.000;141;loan_36242;100.0%
IPrint Soluções em Impressões;24 meses;C1;28,32% a.a.;R$28.000;142;loan_35964;100.0%
Pietra Acessórios;24 meses;C1;28,32% a.a.;R$70.000;142;loan_35945;100.0%
Outbound Marketing Consultoria;18 meses;B5;23,29% a.a.;R$162.000;142;loan_35184;100.0%
GNA - Grupo Nutriorg Ambiental;24 meses;C1;28,32% a.a.;R$142.000;142;loan_33476;100.0%
NAIPI TRAVEL SERVICE;24 meses;B6;24,02% a.a.;R$56.000;142;loan_33063;100.0%
KMG Produtos de Limpeza Automotiva;24 meses;D2;43,91% a.a.;R$28.000;142;loan_36001;100.0%
Bilisco - Calçados e Acessórios;24 meses;D1;42,08% a.a.;R$20.000;142;loan_34950;100.0%
Apontador Buscas Online;24 meses;B5;23,29% a.a.;R$314.000;142;loan_34201;100.0%
Maplink Logística e Geolocalização;24 meses;B1;20,70% a.a.;R$520.000;142;loan_34193;100.0%
Refran Bordados;12 meses;D3;46,44% a.a.;R$44.000;142;loan_33464;100.0%
Tribo do Malte - Cervejaria e Hamburgueria;24 meses;D1;42,08% a.a.;R$28.000;143;loan_33101;100.0%
SMO - Serviços Médicos Oftalmológicos;24 meses;B5;23,29% a.a.;R$234.000;143;loan_33040;100.0%
Huffix Ambientes Empresariais;24 meses;B5;23,29% a.a.;R$312.000;143;loan_31652;100.0%
Tubolit Adesivos e Revestimentos;24 meses;B3;21,99% a.a.;R$320.000;143;loan_30192;100.0%
BrPacking Embalagens;24 meses;B4;22,56% a.a.;R$220.000;143;loan_35174;100.0%
Net Profit Treinamentos - RJ;18 meses;D1;42,08% a.a.;R$86.000;143;loan_34342;100.0%
Alfama Alimentos Ultracongelados;24 meses;B5;23,29% a.a.;R$318.000;143;loan_31636;100.0%
CRIAR & ARTS;24 meses;D3;46,44% a.a.;R$26.000;143;loan_30902;100.0%
Proquimaq/Newplac Borrachas;24 meses;A3;19,14% a.a.;R$532.000;143;loan_33641;100.0%
Brumau Comércio de Óleos Vegetais;24 meses;A2;18,16% a.a.;R$528.000;143;loan_31045;100.0%
TOP MARCA'S;24 meses;B3;21,99% a.a.;R$214.000;144;loan_30718;100.0%
OAK's Burritos;24 meses;C1;28,32% a.a.;R$66.000;144;loan_32780;100.0%
TAKAE HAIR CIA;24 meses;C2;31,37% a.a.;R$78.000;144;loan_32721;100.0%
PROTVIAS;24 meses;D3;46,44% a.a.;R$56.000;144;loan_29854;100.0%
Managing Consultoria;24 meses;C1;28,32% a.a.;R$44.000;144;loan_29422;100.0%
SVC Laser Soluções para Impressão;24 meses;B3;21,99% a.a.;R$110.000;144;loan_28934;100.0%
FOTOPONTOCOMM;24 meses;D1;42,08% a.a.;R$34.000;144;loan_32124;100.0%
GB Eco Solutions;24 meses;C1;28,32% a.a.;R$98.000;144;loan_29107;100.0%
Hobby Online Colecionáveis;24 meses;C1;28,32% a.a.;R$88.000;144;loan_32561;100.0%
Colégio Multiplus;24 meses;B5;23,29% a.a.;R$132.000;144;loan_32288;100.0%
ShopEscaramuça Roupas;24 meses;B6;24,02% a.a.;R$132.000;145;loan_31983;100.0%
SK Embalagens;24 meses;C2;31,37% a.a.;R$56.000;145;loan_31889;100.0%
Maestria Consórcios;24 meses;D1;42,08% a.a.;R$132.000;145;loan_31858;100.0%
Celena Projetos de Iluminação;24 meses;A3;19,14% a.a.;R$416.000;145;loan_31836;100.0%
