nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
ABALO COSMÉTICOS;18 meses;D1;40,77% a.a.;R$98.000;163;loan_87907;100.0%;87907
Dasos Gestão Florestal;12 meses;B4;23,24% a.a.;R$212.000;163;loan_85919;100.0%;85919
CONSTRUMEL;12 meses;D3;47,36% a.a.;R$54.000;163;loan_82730;100.0%;82730
INNER COMPUTADORES;15 meses;C3;34,39% a.a.;R$26.000;163;loan_82550;100.0%;82550
TODO BLACK E POWER;12 meses;D2;43,54% a.a.;R$16.000;163;loan_81943;100.0%;81943
ntw contabilidade;12 meses;D2;43,54% a.a.;R$36.000;163;loan_81515;100.0%;81515
SD Sistemas;15 meses;D1;40,77% a.a.;R$42.000;163;loan_80713;100.0%;80713
DAL;15 meses;C2;32,80% a.a.;R$64.000;164;loan_78906;100.0%;78906
WORKSHIP;24 meses;B5;24,22% a.a.;R$220.000;164;loan_77802;100.0%;77802
RC DOMINIO;12 meses;C2;32,80% a.a.;R$54.000;164;loan_76799;100.0%;76799
Haight Clothing;24 meses;B4;23,24% a.a.;R$88.000;164;loan_76730;100.0%;76730
ALVES LACERDA ENGENHARIA E CONSTRUCAO;6 meses;D3;47,36% a.a.;R$52.000;164;loan_76402;100.0%;76402
CONNECT;24 meses;C1;30,12% a.a.;R$66.000;164;loan_74751;100.0%;74751
Kulm Serviços de Informática;12 meses;D3;47,36% a.a.;R$26.000;164;loan_74599;100.0%;74599
EMBALAGENS MIGG;15 meses;D3;47,36% a.a.;R$26.000;164;loan_74575;100.0%;74575
Carrera Emporio dos salgados massas e sorvetes;18 meses;D1;40,77% a.a.;R$44.000;164;loan_74288;100.0%;74288
Madefolha Comércio de Revestimentos;18 meses;C2;32,80% a.a.;R$212.000;164;loan_74184;100.0%;74184
BMF Gráfica;18 meses;C2;32,80% a.a.;R$110.000;165;loan_74644;100.0%;74644
Chopp Kremer Express;15 meses;D1;40,77% a.a.;R$26.000;165;loan_72283;100.0%;72283
POLIAMINAS;24 meses;B4;23,24% a.a.;R$174.000;165;loan_72255;100.0%;72255
TECNO DECOR - TECNOLOGIA ALIADA A DECORACAO;15 meses;D1;40,77% a.a.;R$54.000;165;loan_72248;100.0%;72248
EVOCORP;9 meses;C2;32,80% a.a.;R$26.000;165;loan_71557;100.0%;71557
Duo Gelatto;24 meses;C3;34,39% a.a.;R$190.000;165;loan_50794;100.0%;50794
Advice Agência;24 meses;C3;34,39% a.a.;R$66.000;165;loan_73182;100.0%;73182
KNN IDIOMAS;15 meses;D3;47,36% a.a.;R$16.000;165;loan_72542;100.0%;72542
WPM Informática;12 meses;D3;47,36% a.a.;R$32.000;165;loan_71236;100.0%;71236
Churrascaria Boi Preto;18 meses;C3;34,39% a.a.;R$54.000;165;loan_71221;100.0%;71221
BMF Gráfica;24 meses;C2;32,80% a.a.;R$110.000;166;loan_71902;100.0%;71902
Figata Pizza e Birra;12 meses;D3;47,36% a.a.;R$104.000;166;loan_71446;100.0%;71446
ERP Plus;12 meses;B6;25,22% a.a.;R$106.000;166;loan_71523;100.0%;71523
SPS Consultoria;3 meses;D3;47,36% a.a.;R$16.000;166;loan_68993;100.0%;68993
Soffie Cosméticos;12 meses;B4;23,24% a.a.;R$84.000;166;loan_70329;100.0%;70329
Florinda;15 meses;D2;43,54% a.a.;R$32.000;166;loan_68926;100.0%;68926
Lotici;12 meses;C3;34,39% a.a.;R$158.000;166;loan_68765;100.0%;68765
Pet Eco Espaço Vet;12 meses;C3;34,39% a.a.;R$22.000;166;loan_68697;100.0%;68697
Grupo HNV;12 meses;C2;32,77% a.a.;R$210.000;166;loan_66405;100.0%;66405
PayTotal;12 meses;D3;47,30% a.a.;R$52.000;166;loan_66256;100.0%;66256
Hanova;12 meses;B6;25,19% a.a.;R$210.000;167;loan_64163;100.0%;64163
S-SYS - Consultoria e Desenvolvimento de Software;12 meses;B4;23,24% a.a.;R$158.000;167;loan_47501;100.0%;47501
LEADS2B.COM;15 meses;C2;29,54% a.a.;R$74.000;167;loan_68036;100.0%;68036
Premium;12 meses;B6;22,71% a.a.;R$210.000;167;loan_65359;100.0%;65359
Intermares Trading;6 meses;D1;38,48% a.a.;R$104.000;167;loan_67051;100.0%;67051
ALL TIME EVENTS;18 meses;B6;22,71% a.a.;R$100.000;167;loan_66537;100.0%;66537
ENW;12 meses;B5;21,27% a.a.;R$108.000;167;loan_64972;100.0%;64972
Box Delivery;12 meses;B6;22,71% a.a.;R$96.000;167;loan_60621;100.0%;60621
FRANGO NO POTE;12 meses;C2;29,54% a.a.;R$52.000;167;loan_41496;100.0%;41496
POLIAMINAS;24 meses;B5;21,27% a.a.;R$144.000;167;loan_37141;100.0%;37141
Peludinhos Pet Outlet;12 meses;D3;46,44% a.a.;R$42.000;168;loan_66139;100.0%;66139
Actionpay Brasil;6 meses;B4;20,13% a.a.;R$104.000;168;loan_64856;100.0%;64856
RAINBOW AIR;12 meses;C2;29,54% a.a.;R$156.000;168;loan_64768;100.0%;64768
F MARQUES;12 meses;D3;46,44% a.a.;R$26.000;168;loan_63509;100.0%;63509
REFEICENTER;24 meses;C1;26,97% a.a.;R$134.000;168;loan_62096;100.0%;62096
Royal Tintas ;9 meses;D3;46,44% a.a.;R$32.000;168;loan_61789;100.0%;61789
Get Go Câmbio;12 meses;D2;41,75% a.a.;R$86.000;168;loan_54762;100.0%;54762
Vennecy;18 meses;B6;22,71% a.a.;R$130.000;168;loan_64658;100.0%;64658
C2Rio Tours & Travel;9 meses;B6;22,71% a.a.;R$128.000;168;loan_64504;100.0%;64504
Kaffa Mobile;12 meses;C1;26,97% a.a.;R$108.000;168;loan_63024;100.0%;63024
Zukkin;12 meses;D3;46,44% a.a.;R$34.000;169;loan_62754;100.0%;62754
EAPI;18 meses;D2;41,75% a.a.;R$76.000;169;loan_62716;100.0%;62716
Populis;12 meses;C3;33,39% a.a.;R$96.000;169;loan_62671;100.0%;62671
MASTER SOLUCOES EM TECNOLOGIA;12 meses;D3;46,44% a.a.;R$64.000;169;loan_59166;100.0%;59166
Edge Brasil;12 meses;C1;26,97% a.a.;R$54.000;169;loan_56396;100.0%;56396
Loyal Profit;12 meses;C2;29,54% a.a.;R$54.000;169;loan_44768;100.0%;44768
HPEX;12 meses;D2;41,75% a.a.;R$76.000;169;loan_62553;100.0%;62553
EXPERIENCE SPORTS TOUR;12 meses;D2;41,75% a.a.;R$108.000;169;loan_62356;100.0%;62356
Admiconta;24 meses;C1;26,97% a.a.;R$56.000;169;loan_61001;100.0%;61001
Organização Contabil LM S/S;18 meses;C1;26,97% a.a.;R$88.000;169;loan_60579;100.0%;60579
Amart;18 meses;C1;26,97% a.a.;R$124.000;170;loan_60432;100.0%;60432
E-Nutri Produtos Nutricionais;12 meses;D3;46,44% a.a.;R$54.000;170;loan_60366;100.0%;60366
Restaurante Guardião do Embaú;12 meses;D2;41,75% a.a.;R$54.000;170;loan_60182;100.0%;60182
PRIME TELECOM;12 meses;C3;33,39% a.a.;R$108.000;170;loan_59989;100.0%;59989
STUDIO GREAT;12 meses;D1;38,48% a.a.;R$108.000;170;loan_59007;100.0%;59007
DELBOM;12 meses;C3;33,39% a.a.;R$128.000;170;loan_58350;100.0%;58350
SafeDoor;12 meses;C3;33,39% a.a.;R$106.000;170;loan_57065;100.0%;57065
Novacki Papel e Embalagens;9 meses;B6;22,71% a.a.;R$262.000;170;loan_53189;100.0%;53189
Friend - Consultores e Projetos SAP;9 meses;B5;21,27% a.a.;R$80.000;170;loan_61745;100.0%;61745
Infovale;12 meses;B6;22,71% a.a.;R$214.000;170;loan_60997;100.0%;60997
QUEIROZ LOCADORA DE VANS;9 meses;D2;41,75% a.a.;R$24.000;171;loan_60345;100.0%;60345
Patriota Contabilidade;12 meses;D3;46,44% a.a.;R$22.000;171;loan_59323;100.0%;59323
Le Due;12 meses;D1;38,48% a.a.;R$28.000;171;loan_59081;100.0%;59081
Mão na Roda;12 meses;D3;46,44% a.a.;R$22.000;171;loan_53982;100.0%;53982
GRAO DO SUL;12 meses;D3;46,44% a.a.;R$86.000;171;loan_58448;100.0%;58448
TRUE ACAI;12 meses;B6;22,71% a.a.;R$160.000;171;loan_58270;100.0%;58270
EASS Serviços de Informatica Ltda;12 meses;D2;41,75% a.a.;R$18.000;171;loan_55253;100.0%;55253
Lupa Clipping;12 meses;C3;33,39% a.a.;R$54.000;171;loan_54725;100.0%;54725
Space Kids Berçário;12 meses;D3;46,44% a.a.;R$22.000;171;loan_35790;100.0%;35790
AGNUS ENGENHARIA E TI;12 meses;D3;46,44% a.a.;R$22.000;171;loan_56362;100.0%;56362
Holork;12 meses;D3;46,44% a.a.;R$16.000;172;loan_55249;100.0%;55249
VR MONTAGEM DE MÓVEIS;18 meses;C3;33,39% a.a.;R$210.000;172;loan_55199;100.0%;55199
Soffie Cosméticos;12 meses;B6;22,71% a.a.;R$54.000;172;loan_54890;100.0%;54890
Zara Produções e Eventos;12 meses;D3;46,44% a.a.;R$34.000;172;loan_52974;100.0%;52974
Descubra o Mundo Intercâmbio;12 meses;D1;38,48% a.a.;R$54.000;172;loan_51311;100.0%;51311
BIPBOP;9 meses;C2;29,54% a.a.;R$52.000;172;loan_48379;100.0%;48379
SHOPDESIGN;12 meses;D2;41,75% a.a.;R$32.000;172;loan_42491;100.0%;42491
REDE PORTALMIX;12 meses;D3;46,44% a.a.;R$32.000;172;loan_54390;100.0%;54390
Liton Chemicals;12 meses;C2;31,37% a.a.;R$106.000;172;loan_53889;100.0%;53889
Gestão Descomplicada;12 meses;D3;46,44% a.a.;R$22.000;172;loan_53637;100.0%;53637
Partners;12 meses;B5;23,29% a.a.;R$106.000;173;loan_53540;100.0%;53540
Cascão implementos;12 meses;C2;31,37% a.a.;R$32.000;173;loan_53127;100.0%;53127
BIOLAB LABORATORIO DE ANALISES CLINICAS;12 meses;D1;42,08% a.a.;R$44.000;173;loan_52770;100.0%;52770
SOBRANCELHAS DESIGN BOULEVARD;12 meses;D1;42,08% a.a.;R$32.000;173;loan_52211;100.0%;52211
Lander Manutenção Industrial e Locações;12 meses;D1;42,08% a.a.;R$32.000;173;loan_49339;100.0%;49339
R S COMERCIO E PERFUMES;12 meses;B4;22,56% a.a.;R$106.000;173;loan_46471;100.0%;46471
IP Wave Telecom;12 meses;D1;42,08% a.a.;R$54.000;173;loan_42626;100.0%;42626
OUTRA PERSPECTIVA MOVEIS DECORATIVOS;12 meses;D3;46,44% a.a.;R$32.000;173;loan_41540;100.0%;41540
SUATEC SERVICO TECNICO ESPECIALIZADO EM AR CONDICIONADO;12 meses;D1;42,08% a.a.;R$42.000;173;loan_54007;100.0%;54007
EMPODERE-SE;12 meses;B6;24,02% a.a.;R$26.000;173;loan_51827;100.0%;51827
BARRA NATACAO;12 meses;D3;46,44% a.a.;R$22.000;174;loan_48005;100.0%;48005
ITABORAI FLEX CAR;14 meses;C3;35,28% a.a.;R$74.000;174;loan_51997;100.0%;51997
Confrapar Adm e Gestão de Recursos ;24 meses;A3;16,49% a.a.;R$410.000;76;loan_84797;100.0%;84797
CONECT SHOP;10 meses;D3;46,44% a.a.;R$16.000;174;loan_51844;100.0%;51844
Buywebcar;12 meses;D3;46,44% a.a.;R$52.000;174;loan_51063;100.0%;51063
Kaizen Search;12 meses;B5;23,29% a.a.;R$20.000;174;loan_50502;100.0%;50502
FLUIDTEC SISTEMAS DE AUTOMAÇAO;12 meses;B5;23,29% a.a.;R$158.000;174;loan_43214;100.0%;43214
Torres e Ferraz;12 meses;D1;42,08% a.a.;R$22.000;174;loan_50582;100.0%;50582
PRO - SPORT;9 meses;D2;43,91% a.a.;R$32.000;174;loan_49833;100.0%;49833
Nova Food;9 meses;D3;46,44% a.a.;R$32.000;174;loan_49372;100.0%;49372
Farmácia Regina;12 meses;D1;42,08% a.a.;R$32.000;175;loan_48874;100.0%;48874
FRUTIVILLA FRUTAS ESPECIAIS;12 meses;C2;31,37% a.a.;R$54.000;175;loan_48531;100.0%;48531
Panificadora Cinco Quinas;12 meses;D1;42,08% a.a.;R$38.000;175;loan_44515;100.0%;44515
ABC SERVIÇOS;12 meses;C2;31,37% a.a.;R$54.000;175;loan_42567;100.0%;42567
LOPES CAR;12 meses;C2;31,37% a.a.;R$160.000;175;loan_49265;46.3%;49265
CARMONA CODONHO ASSESSORIA EMPRESARIAL;12 meses;C1;28,32% a.a.;R$52.000;175;loan_48781;100.0%;48781
IF;12 meses;D1;42,08% a.a.;R$54.000;175;loan_48235;100.0%;48235
AgroPety São Francisco;12 meses;D3;46,44% a.a.;R$16.000;175;loan_47848;100.0%;47848
Afrika Tecnologia ;12 meses;C1;28,32% a.a.;R$52.000;175;loan_47349;100.0%;47349
SAINT STUDIO;6 meses;D3;46,44% a.a.;R$22.000;175;loan_47301;100.0%;47301
Cell Project - Infraestrutura para Telecom;12 meses;C2;31,37% a.a.;R$106.000;176;loan_46665;100.0%;46665
MAPS Soluções Financeiras;12 meses;B2;21,27% a.a.;R$522.000;176;loan_46661;100.0%;46661
Reversa Center Logística de Varejo;9 meses;D3;46,44% a.a.;R$32.000;176;loan_46516;100.0%;46516
Foto Arena - Banco de fotos;18 meses;B1;20,70% a.a.;R$160.000;176;loan_46479;100.0%;46479
Raboni Diesel Peças e Serviços Auto;6 meses;D3;46,44% a.a.;R$16.000;176;loan_46419;100.0%;46419
Wartung Usinagem;12 meses;D2;43,91% a.a.;R$32.000;176;loan_36631;100.0%;36631
O Primo Rico;2 meses;B6;24,02% a.a.;R$16.000;176;loan_48367;100.0%;48367
PAPELARIA CASA DA XEROX;12 meses;D3;46,44% a.a.;R$16.000;176;loan_47291;100.0%;47291
Creche Mundo Kids;18 meses;C3;35,28% a.a.;R$28.000;176;loan_46034;100.0%;46034
BIOMERCADO BRASIL;12 meses;B3;21,99% a.a.;R$158.000;176;loan_45866;100.0%;45866
Primera Auditoria e Consultoria;12 meses;B5;23,29% a.a.;R$26.000;177;loan_44488;100.0%;44488
Closet.Me - Aluguel de Vestidos;12 meses;C2;31,37% a.a.;R$52.000;177;loan_43721;100.0%;43721
Brasfrotas Locação de Veículos;24 meses;B3;21,99% a.a.;R$220.000;177;loan_40764;100.0%;40764
Araujo & Araujo Corretora de Seguros;12 meses;D3;46,44% a.a.;R$32.000;177;loan_37254;100.0%;37254
EbaaShop e-Commerce;6 meses;D3;46,44% a.a.;R$16.000;177;loan_43043;100.0%;43043
Prime Bier;12 meses;C3;35,28% a.a.;R$26.000;177;loan_42997;100.0%;42997
DEMETER ENGENHARIA;18 meses;B6;24,02% a.a.;R$108.000;177;loan_42615;100.0%;42615
PISC - Acessórios de informática;6 meses;C1;28,32% a.a.;R$102.000;177;loan_41058;100.0%;41058
AMAZONBIO;6 meses;B1;20,70% a.a.;R$512.000;177;loan_40779;100.0%;40779
Metalúrgica Pressmatic;12 meses;C1;28,32% a.a.;R$158.000;177;loan_40753;100.0%;40753
Wise Systems;12 meses;B6;24,02% a.a.;R$126.000;178;loan_44374;100.0%;44374
Bacelli Contabilidade;12 meses;C3;35,28% a.a.;R$22.000;178;loan_43323;100.0%;43323
Grupo WDG - Automação de Processos;12 meses;C1;28,32% a.a.;R$80.000;178;loan_43192;100.0%;43192
GIL TRANSPORTES;12 meses;D1;42,08% a.a.;R$22.000;178;loan_41194;100.0%;41194
Ingresso Rápido;12 meses;A3;19,14% a.a.;R$522.000;178;loan_43866;100.0%;43866
SIGMA CLUBE;12 meses;D3;46,44% a.a.;R$26.000;178;loan_42818;100.0%;42818
Marcenaria Maria Joaquina;12 meses;D1;42,08% a.a.;R$52.000;178;loan_42384;100.0%;42384
LINE SHIP ENGENHARIA;6 meses;D3;46,44% a.a.;R$16.000;178;loan_41418;100.0%;41418
Auto Real Multimarcas;12 meses;D3;46,44% a.a.;R$64.000;178;loan_39818;100.0%;39818
PRONUTRI PREMIUM;24 meses;B5;23,29% a.a.;R$220.000;178;loan_34754;100.0%;34754
Inovsat - Projetos de Telecomunicações Via Satélite;12 meses;C2;31,37% a.a.;R$158.000;179;loan_40182;100.0%;40182
Bennite Calçados;12 meses;C1;28,32% a.a.;R$16.000;179;loan_42479;100.0%;42479
Dular - Materiais de Construção;12 meses;D1;42,08% a.a.;R$32.000;179;loan_40412;100.0%;40412
HD Rodas - Distribuidora de Rodas e Pneus;12 meses;C2;31,37% a.a.;R$106.000;179;loan_41779;100.0%;41779
Auto Posto Santa Lúcia;15 meses;C2;31,37% a.a.;R$106.000;179;loan_40909;100.0%;40909
SP ZOOM - Serviços em Multimídia;12 meses;D3;46,44% a.a.;R$16.000;179;loan_40712;100.0%;40712
Plásticos São Pedro;12 meses;C1;28,32% a.a.;R$84.000;179;loan_38855;100.0%;38855
Benex Grupo - Consultoria;15 meses;C2;31,37% a.a.;R$54.000;179;loan_40773;100.0%;40773
Paulinho Alinhamentos Auto Centro;12 meses;D3;46,44% a.a.;R$28.000;179;loan_40319;100.0%;40319
DEEP FREEZE;9 meses;C2;31,37% a.a.;R$20.000;179;loan_39727;100.0%;39727
KS MATERIAIS DIDATICOS PARA ENSINO DE IDIOMAS;15 meses;D2;43,91% a.a.;R$20.000;180;loan_37252;100.0%;37252
Reinventar Produções;12 meses;B4;22,56% a.a.;R$314.000;180;loan_36235;100.0%;36235
MATCHBOX;9 meses;B4;22,56% a.a.;R$72.000;180;loan_38525;100.0%;38525
CASA DO ROADIE;15 meses;C3;35,28% a.a.;R$30.000;180;loan_37711;100.0%;37711
HL SERVICOS PREDIAIS;12 meses;D3;46,44% a.a.;R$30.000;180;loan_37671;100.0%;37671
NOVISSA JOIAS;12 meses;C1;28,32% a.a.;R$52.000;180;loan_37999;100.0%;37999
Inproc Tecnologia;15 meses;C1;28,32% a.a.;R$76.000;180;loan_37388;100.0%;37388
Actionpay Brasil;5 meses;B4;22,56% a.a.;R$72.000;180;loan_37937;100.0%;37937
Puro a Granel Alimentos;12 meses;D3;46,44% a.a.;R$26.000;180;loan_34378;100.0%;34378
Spiltag Embalagens;9 meses;C1;28,32% a.a.;R$106.000;180;loan_30684;100.0%;30684
BARISTO;10 meses;B4;22,56% a.a.;R$74.000;181;loan_20840;100.0%;20840
VIVEIRO PORTO AMAZONAS;12 meses;C1;28,32% a.a.;R$54.000;181;loan_30140;100.0%;30140
KFG - Bicos para Pulverização e Nebulização;24 meses;B5;23,29% a.a.;R$132.000;181;loan_35745;100.0%;35745
Confrapar Adm e Gestão de Recursos ;24 meses;A2;18,16% a.a.;R$162.000;174;loan_51870;100.0%;51870
Friend - Consultores e Projetos SAP;6 meses;B6;24,02% a.a.;R$52.000;181;loan_31103;100.0%;31103
Pousada Chez Max - Morro de SP;15 meses;D1;42,08% a.a.;R$32.000;181;loan_34955;100.0%;34955
Coexiste Cursos e Treinamentos;15 meses;B5;23,29% a.a.;R$64.000;181;loan_34426;100.0%;34426
4CORP Arquitetura;12 meses;C1;28,32% a.a.;R$156.000;181;loan_33603;100.0%;33603
EPI Shop Online;18 meses;D1;42,08% a.a.;R$26.000;181;loan_33592;100.0%;33592
Pizzaria Veneza Fazenda;12 meses;D3;46,44% a.a.;R$26.000;181;loan_33588;100.0%;33588
Ingresso Rápido;12 meses;A3;19,14% a.a.;R$480.000;182;loan_32882;100.0%;32882
Clara Transportes;12 meses;C1;28,32% a.a.;R$106.000;182;loan_33996;100.0%;33996
Absolut Technologies;24 meses;B1;20,70% a.a.;R$316.000;182;loan_33244;100.0%;33244
Autenticco;24 meses;C2;31,37% a.a.;R$212.000;182;loan_30616;100.0%;30616
Advice Agência;18 meses;C3;35,28% a.a.;R$54.000;182;loan_31011;100.0%;31011
3MBROKERS;18 meses;B6;24,02% a.a.;R$76.000;182;loan_31922;100.0%;31922
Colli Bicicletas;18 meses;B5;23,29% a.a.;R$492.000;182;loan_31813;100.0%;31813
DIA Supermercado - Santa Cruz/MG;18 meses;C1;28,32% a.a.;R$310.000;182;loan_31040;100.0%;31040
LAUDOMOVEL;24 meses;D2;43,91% a.a.;R$54.000;182;loan_30766;100.0%;30766
Confrapar Adm e Gestão de Recursos ;24 meses;A2;18,16% a.a.;R$146.000;181;loan_34964;100.0%;34964
RP GROUP BRASIL;6 meses;C1;28,32% a.a.;R$84.000;183;loan_29941;100.0%;29941
Beauty Faces;12 meses;D2;43,91% a.a.;R$28.000;183;loan_29448;100.0%;29448
Nexxto Soluções;24 meses;B6;24,02% a.a.;R$124.000;183;loan_20873;100.0%;20873
Brasfrotas Locação de Veículos;24 meses;B2;21,27% a.a.;R$318.000;183;loan_30201;100.0%;30201
Ingresso Rápido;12 meses;A3;19,14% a.a.;R$522.000;183;loan_30122;100.0%;30122
Tridan Componentes Elétricos;12 meses;D1;42,08% a.a.;R$26.000;183;loan_28987;100.0%;28987
COWORKING TOWN;24 meses;D3;46,44% a.a.;R$28.000;183;loan_28346;100.0%;28346
Hareburguer Ipanema;12 meses;B4;22,56% a.a.;R$26.000;183;loan_27519;100.0%;27519
Ótica Veja;24 meses;D1;42,08% a.a.;R$44.000;183;loan_27343;100.0%;27343
Le Restrô Bistrô;24 meses;D1;42,08% a.a.;R$56.000;183;loan_26317;100.0%;26317
Profit+ Pesquisas de Mercado;12 meses;C3;35,28% a.a.;R$28.000;184;loan_26177;100.0%;26177
Azevedo Tintas;24 meses;B2;21,27% a.a.;R$534.000;184;loan_22594;100.0%;22594
CASA DO ROADIE;12 meses;D2;43,91% a.a.;R$26.000;184;loan_669;100.0%;669
Impacta Certificação & Treinamentos;24 meses;A3;19,14% a.a.;R$534.000;184;loan_26572;100.0%;26572
VINDI INOVACAO E CONSULTORIA;24 meses;C3;35,28% a.a.;R$44.000;184;loan_25453;100.0%;25453
INOVARE LABORATORIO DE PROTESE ODONTOLOGICA;18 meses;C3;35,28% a.a.;R$26.000;184;loan_24844;100.0%;24844
CLINICA DE ESTETICA NEFERTITI;12 meses;C3;35,28% a.a.;R$54.000;184;loan_23296;100.0%;23296
Editora Sanar;12 meses;B4;22,56% a.a.;R$360.000;184;loan_25756;100.0%;25756
Trip Tecnologia;15 meses;C3;35,28% a.a.;R$64.000;184;loan_24656;100.0%;24656
Maplink Logística e Geolocalização;12 meses;A3;19,14% a.a.;R$522.000;184;loan_15764;100.0%;15764
Midia Office Software;24 meses;C1;30,15% a.a.;R$76.000;185;loan_24033;100.0%;24033
El Toro Casa de Carnes;15 meses;D1;42,08% a.a.;R$26.000;185;loan_23863;100.0%;23863
Ingresso Rápido;6 meses;A3;20,27% a.a.;R$508.000;185;loan_23434;100.0%;23434
Metalúrgica Indianápolis;15 meses;B6;24,46% a.a.;R$86.000;185;loan_23403;100.0%;23403
Educalibras - Linguagem de Sinais;18 meses;C1;30,15% a.a.;R$160.000;185;loan_19175;100.0%;19175
Rental Tech Aluguel de Eletrônicos;24 meses;C3;35,91% a.a.;R$34.000;185;loan_23023;100.0%;23023
Solaritima Energia Solar Fotovoltaica;12 meses;D1;42,08% a.a.;R$32.000;185;loan_9467;100.0%;9467
M & M ODONTOLOGIA;24 meses;C3;35,91% a.a.;R$28.000;185;loan_22399;100.0%;22399
Dasos Gestão Florestal;12 meses;B6;24,46% a.a.;R$54.000;185;loan_22506;100.0%;22506
Codossal Química;18 meses;C1;30,15% a.a.;R$52.000;185;loan_21521;100.0%;21521
Villa Roma Pizza Bistro;15 meses;B5;23,73% a.a.;R$84.000;186;loan_20601;100.0%;20601
AEA Seguros;15 meses;C3;35,91% a.a.;R$26.000;186;loan_19864;100.0%;19864
Area Sports;12 meses;C3;35,91% a.a.;R$32.000;186;loan_18551;100.0%;18551
Primera Auditoria e Consultoria;12 meses;B6;24,46% a.a.;R$28.000;186;loan_18603;100.0%;18603
Multitone - Sistemas de Comunicação Unificada;12 meses;B3;22,42% a.a.;R$116.000;186;loan_18229;100.0%;18229
CPV Educacional;24 meses;B3;22,42% a.a.;R$318.000;186;loan_17794;100.0%;17794
Aurum;24 meses;B3;22,42% a.a.;R$314.000;186;loan_16300;100.0%;16300
Sacolão Estação das Frutas;24 meses;C3;35,91% a.a.;R$56.000;186;loan_15548;100.0%;15548
Alfatest Eletrônicos SA;18 meses;C1;30,15% a.a.;R$106.000;186;loan_17703;100.0%;17703
Fisk Parque São Lucas;24 meses;C3;35,91% a.a.;R$56.000;186;loan_17661;100.0%;17661
I.Systems Automação Industrial;9 meses;A2;19,56% a.a.;R$206.000;187;loan_3406;100.0%;3406
Leve Informatica;12 meses;C3;35,91% a.a.;R$26.000;187;loan_16086;100.0%;16086
BRQ Alimentos;24 meses;B3;22,42% a.a.;R$318.000;187;loan_10044;100.0%;10044
Verticore Consultoria;24 meses;B4;23,00% a.a.;R$154.000;187;loan_16392;100.0%;16392
FÁBRICA DE APLICATIVOS;24 meses;B6;24,46% a.a.;R$166.000;187;loan_16148;100.0%;16148
Ingresso Rápido;6 meses;A3;20,27% a.a.;R$512.000;187;loan_16299;100.0%;16299
Espaço Serviços para Seguradoras;6 meses;B3;22,42% a.a.;R$42.000;187;loan_15419;100.0%;15419
Clubeletro.com.br;6 meses;C1;30,15% a.a.;R$36.000;187;loan_14627;100.0%;14627
Cervejaria St. Peters;12 meses;C1;30,15% a.a.;R$34.000;187;loan_13082;100.0%;13082
INOVAR COBRANCA;24 meses;C3;35,91% a.a.;R$58.000;187;loan_12992;100.0%;12992
Ingresso Rápido;6 meses;A3;20,27% a.a.;R$508.000;188;loan_7095;100.0%;7095
Confrapar Adm e Gestão de Recursos ;24 meses;A2;19,56% a.a.;R$524.000;188;loan_14374;100.0%;14374
Haight Clothing;24 meses;B6;24,46% a.a.;R$78.000;188;loan_13744;100.0%;13744
GCT SOLUCOES EM SAUDE;24 meses;C3;35,91% a.a.;R$34.000;188;loan_12328;100.0%;12328
Sertec Brasil - Tubos e Conexões;6 meses;B2;21,70% a.a.;R$132.000;188;loan_12975;100.0%;12975
808 Comunicação e Design;24 meses;B6;24,46% a.a.;R$166.000;188;loan_12467;100.0%;12467
E-Nutri Produtos Nutricionais;24 meses;C3;35,91% a.a.;R$28.000;188;loan_12362;100.0%;12362
F1 Tecnologia;12 meses;C1;30,15% a.a.;R$54.000;188;loan_11752;100.0%;11752
Pizzaria e Chopperia Estação Louveira;12 meses;B6;24,46% a.a.;R$32.000;188;loan_11134;100.0%;11134
Quali Aditivos para Alimentos;18 meses;C3;35,91% a.a.;R$34.000;188;loan_9901;100.0%;9901
Moncloa Tea Boutique_Iguatemi Campinas;24 meses;B4;23,00% a.a.;R$108.000;189;loan_12814;100.0%;12814
Wise Systems;12 meses;C3;35,91% a.a.;R$110.000;189;loan_12306;100.0%;12306
Mary Maria Chinelaria;24 meses;C3;35,91% a.a.;R$54.000;189;loan_11532;100.0%;11532
Total IT Solutions;24 meses;B6;24,46% a.a.;R$164.000;189;loan_11978;100.0%;11978
Vivenda do Camarão - Iguatemi Campinas;24 meses;B3;22,42% a.a.;R$212.000;189;loan_11804;100.0%;11804
Paulienne Lingerie;24 meses;B1;21,13% a.a.;R$314.000;189;loan_11348;100.0%;11348
Instituto da Pequena Empresa ;24 meses;C3;35,91% a.a.;R$28.000;189;loan_10701;100.0%;10701
Costão do Santinho Resort;24 meses;A1;18,86% a.a.;R$552.000;189;loan_10620;100.0%;10620
Gigalink Provedor de Internet;24 meses;B4;23,00% a.a.;R$328.000;189;loan_9833;100.0%;9833
OZ Technology;24 meses;C3;35,91% a.a.;R$86.000;189;loan_9015;100.0%;9015
Sigma Metais;24 meses;B3;22,42% a.a.;R$288.000;190;loan_5440;100.0%;5440
Artegi Furniture;24 meses;C3;35,91% a.a.;R$56.000;190;loan_10061;100.0%;10061
Acierno Marcenaria de Alto Padrão;18 meses;C2;32,92% a.a.;R$104.000;190;loan_10327;100.0%;10327
