nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
Vec;15 meses;D3;41,91% a.a.;R$64.000;53;loan_100982;100.0%;100982
Nivelartec;24 meses;B6;21,70% a.a.;R$214.000;53;loan_100901;100.0%;100901
Nely;24 meses;D1;35,28% a.a.;R$60.000;54;loan_96163;100.0%;96163
SSA Sistema de Segurança e Energia Solar;24 meses;E3;63,65% a.a.;R$28.000;54;loan_101957;100.0%;101957
Nicnet Provedor de Internet;24 meses;D2;37,99% a.a.;R$98.000;54;loan_101443;100.0%;101443
Clínica AmorSaúde;24 meses;C3;28,32% a.a.;R$122.000;54;loan_101418;100.0%;101418
Viva;12 meses;B6;21,70% a.a.;R$304.000;54;loan_100130;100.0%;100130
Verticore IT;24 meses;B6;21,70% a.a.;R$106.000;54;loan_100415;100.0%;100415
Peixe Leve;24 meses;C2;26,82% a.a.;R$44.000;54;loan_100400;100.0%;100400
Intermares Trading;6 meses;C1;25,64% a.a.;R$102.000;54;loan_100384;100.0%;100384
Centro Educacional Valesca Galeria;24 meses;C1;25,64% a.a.;R$54.000;54;loan_100286;100.0%;100286
Lealcred Negócios;24 meses;D1;35,28% a.a.;R$52.000;54;loan_100250;100.0%;100250
Coan Contábil ;24 meses;E2;61,59% a.a.;R$22.000;55;loan_100125;100.0%;100125
On Ofices;24 meses;B4;19,70% a.a.;R$164.000;55;loan_100089;100.0%;100089
Mogi Auto Peças;24 meses;D1;35,28% a.a.;R$100.000;55;loan_100079;100.0%;100079
Info Paraná;24 meses;C1;25,64% a.a.;R$76.000;55;loan_99976;100.0%;99976
FDA Educação e Desenvolvimento Pessoal;12 meses;E3;63,65% a.a.;R$32.000;55;loan_99916;100.0%;99916
Evers Representações;24 meses;E1;59,73% a.a.;R$22.000;55;loan_99862;100.0%;99862
Aletria;24 meses;C3;28,32% a.a.;R$38.000;55;loan_99857;100.0%;99857
Golaço Society;24 meses;D2;37,99% a.a.;R$34.000;55;loan_99807;100.0%;99807
MAHA;18 meses;E2;61,59% a.a.;R$18.000;55;loan_99771;100.0%;99771
Bem estar ;12 meses;D3;41,91% a.a.;R$32.000;55;loan_99761;100.0%;99761
Hygge Decor;12 meses;D2;37,99% a.a.;R$26.000;56;loan_99757;100.0%;99757
Grupo BSR;24 meses;C2;26,82% a.a.;R$52.000;56;loan_99745;100.0%;99745
HII Tech Soluções;24 meses;C1;25,64% a.a.;R$28.000;56;loan_99524;100.0%;99524
Esauce Marketing Digital;24 meses;C1;25,64% a.a.;R$82.000;56;loan_99488;100.0%;99488
Web Surf Shop - WSS Brasil;24 meses;D1;35,28% a.a.;R$28.000;56;loan_99404;100.0%;99404
Vila Nova Extintores;24 meses;B6;21,70% a.a.;R$86.000;56;loan_99202;100.0%;99202
NCB Sistemas;24 meses;D1;35,28% a.a.;R$44.000;56;loan_99181;100.0%;99181
Colégio Keppler;24 meses;D1;35,28% a.a.;R$112.000;56;loan_98924;100.0%;98924
Amelia;24 meses;D2;37,99% a.a.;R$56.000;56;loan_98903;100.0%;98903
Uaal Agencia Web;24 meses;C3;28,32% a.a.;R$28.000;56;loan_98548;100.0%;98548
Condor Hotel;24 meses;B5;20,70% a.a.;R$44.000;57;loan_98337;100.0%;98337
Toklar;24 meses;B5;20,70% a.a.;R$218.000;57;loan_98296;100.0%;98296
Be Projeto Aprender;24 meses;D3;41,91% a.a.;R$28.000;57;loan_97721;100.0%;97721
Siga Participações;24 meses;E2;61,59% a.a.;R$56.000;57;loan_95939;100.0%;95939
Lucco Fit;24 meses;B6;21,70% a.a.;R$160.000;57;loan_95679;100.0%;95679
Autenticco;24 meses;C1;25,64% a.a.;R$262.000;57;loan_95050;100.0%;95050
Decora Mais Móveis;12 meses;E2;61,59% a.a.;R$26.000;57;loan_94711;100.0%;94711
Baú da Eletrônica;24 meses;C3;28,32% a.a.;R$214.000;57;loan_80284;100.0%;80284
Helena Cristais;24 meses;C2;26,82% a.a.;R$52.000;57;loan_99313;100.0%;99313
NQSI;24 meses;C1;25,64% a.a.;R$118.000;57;loan_99611;100.0%;99611
Quali Aditivos para Alimentos;6 meses;C3;28,32% a.a.;R$26.000;58;loan_98910;100.0%;98910
Provento - Soluções para Congressos e Feiras;24 meses;B3;18,72% a.a.;R$76.000;58;loan_98901;100.0%;98901
Kendari Comunicação Visual;24 meses;B6;21,70% a.a.;R$54.000;58;loan_98890;100.0%;98890
Restaurante Cozinha Mineira;18 meses;C3;28,32% a.a.;R$54.000;58;loan_98832;100.0%;98832
Inovar Construções;12 meses;C2;26,82% a.a.;R$54.000;58;loan_98501;100.0%;98501
Fruta Pronta;24 meses;C1;25,64% a.a.;R$76.000;58;loan_98495;100.0%;98495
World Blend Master Alimentos;24 meses;B6;21,70% a.a.;R$214.000;58;loan_98488;100.0%;98488
Qualitas Controladoria;24 meses;C3;28,32% a.a.;R$22.000;58;loan_98295;100.0%;98295
Telario Importação e Exportação;24 meses;B5;20,70% a.a.;R$36.000;58;loan_98248;100.0%;98248
Nova Food;24 meses;B6;21,70% a.a.;R$90.000;58;loan_98082;100.0%;98082
Spada & Associados Assessoria;24 meses;C1;25,64% a.a.;R$28.000;59;loan_98024;100.0%;98024
Santé Comida Saudável ;24 meses;C3;28,32% a.a.;R$54.000;59;loan_97805;100.0%;97805
High Quality;24 meses;D3;41,91% a.a.;R$56.000;59;loan_97700;100.0%;97700
Winerie;12 meses;B4;19,70% a.a.;R$50.000;59;loan_97018;100.0%;97018
Ótica Visão;24 meses;D1;35,28% a.a.;R$54.000;59;loan_97010;100.0%;97010
Mendes Barbosa Corretora de Seguros;12 meses;D3;41,91% a.a.;R$16.000;59;loan_96971;100.0%;96971
Agência Badaró;24 meses;B3;18,72% a.a.;R$110.000;59;loan_96920;100.0%;96920
Omega Comércio e Representações;12 meses;D1;35,28% a.a.;R$16.000;59;loan_96805;100.0%;96805
Revo Manufactory;24 meses;D3;41,91% a.a.;R$36.000;59;loan_96290;100.0%;96290
Delta Center;24 meses;C2;26,82% a.a.;R$66.000;59;loan_95973;100.0%;95973
Wave Produtos Médicos;24 meses;B5;20,70% a.a.;R$426.000;60;loan_95812;100.0%;95812
Ubaiá;12 meses;B5;20,70% a.a.;R$28.000;60;loan_95416;100.0%;95416
Virtual Avionics;24 meses;B6;21,70% a.a.;R$52.000;60;loan_94283;100.0%;94283
Baby Bear Props;24 meses;C3;28,32% a.a.;R$50.000;60;loan_93494;100.0%;93494
RGZ Engenharia;24 meses;E1;59,73% a.a.;R$28.000;60;loan_92670;100.0%;92670
B-ON Nutrição Inteligente;12 meses;B6;21,70% a.a.;R$58.000;60;loan_92253;100.0%;92253
Volo Engenharia;24 meses;B5;20,70% a.a.;R$92.000;60;loan_91180;100.0%;91180
Divina Boulangerie - Padaria Artesanal;24 meses;D1;35,28% a.a.;R$28.000;60;loan_90555;100.0%;90555
POUPE AGORA;24 meses;D2;37,99% a.a.;R$102.000;60;loan_89455;100.0%;89455
Trip Tecnologia;24 meses;C3;28,32% a.a.;R$72.000;60;loan_77121;100.0%;77121
CenterVet;24 meses;C1;25,64% a.a.;R$36.000;61;loan_55284;100.0%;55284
BR Supply;24 meses;D2;37,99% a.a.;R$52.000;61;loan_37821;100.0%;37821
New Top Seguros;24 meses;C1;25,64% a.a.;R$28.000;61;loan_97544;100.0%;97544
MAPS Soluções Financeiras;12 meses;B2;17,74% a.a.;R$210.000;61;loan_97493;100.0%;97493
Kyodai;15 meses;D1;35,28% a.a.;R$84.000;61;loan_97457;100.0%;97457
Sushi Kaminari;24 meses;D3;41,91% a.a.;R$56.000;61;loan_97259;100.0%;97259
Tsunami Sushi;24 meses;B6;21,70% a.a.;R$52.000;61;loan_97061;100.0%;97061
Jorge Bischoff;24 meses;C3;28,32% a.a.;R$114.000;61;loan_97058;100.0%;97058
Solutec - Soluções de Redes;24 meses;B5;20,70% a.a.;R$108.000;61;loan_96815;100.0%;96815
RMA Móveis Clássicos;21 meses;E1;59,73% a.a.;R$50.000;61;loan_96793;100.0%;96793
Sodré Material de Construção;24 meses;D1;35,28% a.a.;R$54.000;62;loan_96757;100.0%;96757
Cargofast Logistics do Brasil;24 meses;C3;28,32% a.a.;R$162.000;62;loan_96741;100.0%;96741
Oficina Coworking;21 meses;B5;20,70% a.a.;R$28.000;62;loan_96683;100.0%;96683
UPS Lingerie ;24 meses;D3;41,91% a.a.;R$28.000;62;loan_96597;100.0%;96597
Sensix;24 meses;C1;25,64% a.a.;R$54.000;62;loan_96506;100.0%;96506
Solaris Manutenção Predial;24 meses;D3;41,91% a.a.;R$28.000;62;loan_96349;100.0%;96349
Fit4 Fitness - Equipamentos de Ginástica;24 meses;B4;19,70% a.a.;R$204.000;62;loan_96244;100.0%;96244
F1 Soluções;18 meses;C1;25,64% a.a.;R$152.000;62;loan_96181;100.0%;96181
Webmanagers Soluções para Internet;24 meses;B5;20,70% a.a.;R$160.000;62;loan_95933;100.0%;95933
Posto de Medicamentos Ibipetum;24 meses;D3;41,91% a.a.;R$28.000;62;loan_95889;100.0%;95889
MP Moagens Especiais;18 meses;D1;35,28% a.a.;R$28.000;63;loan_95872;100.0%;95872
Promova Ilimitada;24 meses;B6;21,70% a.a.;R$106.000;63;loan_95772;100.0%;95772
Quartzo Engenharia Diagnóstica & Gerenciamento;24 meses;C2;26,82% a.a.;R$32.000;63;loan_95689;100.0%;95689
Conecti;24 meses;C1;25,64% a.a.;R$56.000;63;loan_95457;100.0%;95457
JMR Construções e Manutenções;24 meses;C3;28,32% a.a.;R$80.000;63;loan_95196;100.0%;95196
2GO Turismo;24 meses;B6;21,70% a.a.;R$66.000;63;loan_94920;100.0%;94920
Razemfix;24 meses;B5;20,70% a.a.;R$108.000;63;loan_92750;100.0%;92750
Vojitour Assessoria em Viagens e Turismo;24 meses;B6;21,70% a.a.;R$108.000;63;loan_11905;100.0%;11905
Agência Wys;24 meses;B6;21,70% a.a.;R$90.000;63;loan_96346;100.0%;96346
Sanlarte;24 meses;C1;25,64% a.a.;R$78.000;63;loan_96240;100.0%;96240
Kalendae;24 meses;B4;19,70% a.a.;R$258.000;64;loan_95978;100.0%;95978
Geraes Tecnologia Assistiva;24 meses;B6;21,70% a.a.;R$48.000;64;loan_95748;100.0%;95748
Diaslins Advogados;24 meses;D3;41,91% a.a.;R$28.000;64;loan_95658;100.0%;95658
Pousada Casa Mar;24 meses;C1;25,64% a.a.;R$158.000;64;loan_95615;100.0%;95615
Casa do Norte Serra Grande;24 meses;B5;20,70% a.a.;R$146.000;64;loan_95565;100.0%;95565
Space Kids Berçário;24 meses;C3;28,32% a.a.;R$44.000;64;loan_95373;100.0%;95373
Especialize Odontologia;24 meses;D2;37,99% a.a.;R$28.000;64;loan_95188;100.0%;95188
R&M Distribuidora e Serviços ;24 meses;C3;28,32% a.a.;R$28.000;64;loan_95111;100.0%;95111
Lis;24 meses;B4;19,70% a.a.;R$136.000;64;loan_95047;100.0%;95047
Brascon Comunicação Visual;15 meses;B6;21,70% a.a.;R$28.000;64;loan_95019;100.0%;95019
Rac Metalurgica;24 meses;D3;41,91% a.a.;R$28.000;65;loan_94885;100.0%;94885
Audicon;24 meses;E1;59,73% a.a.;R$16.000;65;loan_94379;100.0%;94379
Data - A Soluções em Previdência;24 meses;B5;20,70% a.a.;R$66.000;65;loan_94293;100.0%;94293
Portefrio;24 meses;B6;21,70% a.a.;R$216.000;65;loan_94127;100.0%;94127
Buywebcar;12 meses;D3;41,91% a.a.;R$54.000;65;loan_93762;100.0%;93762
Araunah Foods;24 meses;B6;21,70% a.a.;R$408.000;65;loan_93487;100.0%;93487
GSX CONSULTORIA APOIO;24 meses;C3;28,32% a.a.;R$80.000;65;loan_93229;100.0%;93229
JLC Consultoria;12 meses;D1;35,28% a.a.;R$26.000;65;loan_92338;100.0%;92338
Studio Scatena Arquitetura;18 meses;C1;25,64% a.a.;R$16.000;65;loan_91302;100.0%;91302
Net Profit Treinamentos - RJ;24 meses;C1;25,64% a.a.;R$54.000;65;loan_90997;100.0%;90997
RMV Logística;24 meses;D2;37,99% a.a.;R$78.000;66;loan_76435;100.0%;76435
Sumitani - Escritório Contábil;24 meses;E2;61,59% a.a.;R$34.000;66;loan_94981;100.0%;94981
Global Telefonia e Informática;12 meses;C2;26,82% a.a.;R$28.000;66;loan_94619;100.0%;94619
Locus Contabilidade;24 meses;B5;20,70% a.a.;R$52.000;66;loan_94147;100.0%;94147
Sweemy;24 meses;C2;26,82% a.a.;R$28.000;66;loan_94390;100.0%;94390
Quanta Inspeções;24 meses;C3;28,32% a.a.;R$126.000;66;loan_93859;100.0%;93859
Mais Brasil - Rede de Drogarias; 24 meses;E1;59,73% a.a.;R$38.000;66;loan_93544;100.0%;93544
Ottom Automação;15 meses;C1;25,64% a.a.;R$26.000;66;loan_94329;100.0%;94329
Pinguim Telecom e Tecnologia;24 meses;D3;41,91% a.a.;R$28.000;66;loan_93743;100.0%;93743
Educalibras - Linguagem de Sinais;24 meses;B6;21,70% a.a.;R$164.000;66;loan_94872;100.0%;94872
Líder Lubrificantes;12 meses;C3;28,32% a.a.;R$26.000;67;loan_94652;100.0%;94652
JP Rio Serviços;24 meses;D3;41,91% a.a.;R$88.000;67;loan_94344;100.0%;94344
Dalper Tecnologia Antipragas;24 meses;C1;25,64% a.a.;R$104.000;67;loan_43281;100.0%;43281
Engemove;24 meses;B6;21,70% a.a.;R$200.000;67;loan_93466;100.0%;93466
Getcap;24 meses;E3;63,65% a.a.;R$16.000;67;loan_93304;100.0%;93304
Exclusive Colchoaria Premium;24 meses;D3;41,91% a.a.;R$38.000;67;loan_93757;100.0%;93757
Tríade Editorial; 24 meses;B6;21,70% a.a.;R$26.000;67;loan_93960;100.0%;93960
Hanova;24 meses;B6;21,70% a.a.;R$338.000;67;loan_95207;100.0%;95207
Adjel Serviços ;24 meses;D1;35,28% a.a.;R$100.000;67;loan_93906;100.0%;93906
Viva Medicamentos;24 meses;B6;21,70% a.a.;R$292.000;67;loan_91439;100.0%;91439
Converge Marketing;18 meses;D1;35,28% a.a.;R$16.000;68;loan_93653;100.0%;93653
Body & Mind Coaching Institute;24 meses;B6;21,70% a.a.;R$42.000;68;loan_93811;100.0%;93811
Brasil Conect;24 meses;D1;35,28% a.a.;R$46.000;68;loan_94260;100.0%;94260
Prime Bier;24 meses;C1;25,64% a.a.;R$56.000;68;loan_94142;100.0%;94142
Labcris Análises Ambientais;12 meses;D1;35,28% a.a.;R$48.000;68;loan_93959;100.0%;93959
HD Rodas - Distribuidora de Rodas e Pneus;24 meses;B6;21,70% a.a.;R$178.000;68;loan_93904;100.0%;93904
Mundo Línguas;24 meses;B6;21,70% a.a.;R$64.000;68;loan_93710;100.0%;93710
Joalheria do Piula;24 meses;C3;28,32% a.a.;R$28.000;68;loan_93552;100.0%;93552
Gatilho;18 meses;D2;37,99% a.a.;R$44.000;68;loan_93503;100.0%;93503
Hotel Filipéia ;24 meses;D3;41,91% a.a.;R$42.000;68;loan_93461;100.0%;93461
VR Food ;18 meses;C3;28,32% a.a.;R$160.000;69;loan_93441;100.0%;93441
R&V Gerenciamento de Eventos;18 meses;C2;26,82% a.a.;R$60.000;69;loan_93365;100.0%;93365
Razor Computadores;24 meses;C1;25,64% a.a.;R$144.000;69;loan_93245;100.0%;93245
Planejar Design;9 meses;D2;37,99% a.a.;R$30.000;69;loan_92963;100.0%;92963
WeberMT;24 meses;B6;21,70% a.a.;R$232.000;69;loan_92838;100.0%;92838
Haight Clothing;24 meses;B3;18,72% a.a.;R$150.000;69;loan_91894;100.0%;91894
GY Iluminação;24 meses;D1;35,28% a.a.;R$34.000;69;loan_78026;100.0%;78026
Ofertas Mágicas;18 meses;B5;20,70% a.a.;R$54.000;69;loan_68324;100.0%;68324
SALLES DESPACHANTE;24 meses;C2;26,82% a.a.;R$54.000;69;loan_93423;100.0%;93423
Sorrisus Clínicas Odontológicas ;24 meses;D3;41,91% a.a.;R$66.000;69;loan_93404;100.0%;93404
Diferencial Contabilidade;18 meses;E1;59,73% a.a.;R$28.000;70;loan_93352;100.0%;93352
Esteves Assessoria em Comércio Exterior Ltda;12 meses;E1;59,73% a.a.;R$22.000;70;loan_93326;100.0%;93326
KLF Agrosolução;24 meses;D2;37,99% a.a.;R$164.000;70;loan_93252;100.0%;93252
Baby Care Store;24 meses;B4;19,70% a.a.;R$54.000;70;loan_93251;100.0%;93251
M Vertical;12 meses;C3;28,32% a.a.;R$42.000;70;loan_93215;100.0%;93215
Big Joe;12 meses;D3;41,91% a.a.;R$22.000;70;loan_93161;100.0%;93161
Royal Receptivo;24 meses;B6;21,70% a.a.;R$82.000;70;loan_93000;100.0%;93000
Targues Musical Solutions;24 meses;C1;25,64% a.a.;R$44.000;70;loan_92992;100.0%;92992
Sppedras Distribuidora;24 meses;C1;25,64% a.a.;R$108.000;70;loan_92943;100.0%;92943
CASA DO ROADIE;12 meses;C2;26,82% a.a.;R$42.000;70;loan_92845;100.0%;92845
Gama System;24 meses;B6;21,70% a.a.;R$140.000;71;loan_92748;100.0%;92748
STA Press;24 meses;C3;28,32% a.a.;R$54.000;71;loan_92707;100.0%;92707
Rei da Oferta;24 meses;C3;28,32% a.a.;R$64.000;71;loan_92589;100.0%;92589
Delta Agentes Autônomos de Investimentos;24 meses;E3;63,65% a.a.;R$28.000;71;loan_92487;100.0%;92487
RCA MOTO RACING;18 meses;E1;59,73% a.a.;R$16.000;71;loan_92481;100.0%;92481
Mão na Roda;24 meses;D1;35,28% a.a.;R$44.000;71;loan_91686;100.0%;91686
Nutricorpus ;24 meses;E1;59,73% a.a.;R$28.000;71;loan_91355;100.0%;91355
Eyejoy;18 meses;B4;19,70% a.a.;R$108.000;71;loan_91283;100.0%;91283
Fofuras;24 meses;C2;26,82% a.a.;R$32.000;71;loan_73441;100.0%;73441
Actionpay Brasil;9 meses;B3;18,72% a.a.;R$126.000;71;loan_92885;100.0%;92885
Agência Bamboo;24 meses;C2;26,82% a.a.;R$48.000;72;loan_92833;100.0%;92833
Supo Mungam Films;24 meses;D3;41,91% a.a.;R$54.000;72;loan_92773;100.0%;92773
RAF.DESIGN;24 meses;B6;21,70% a.a.;R$102.000;72;loan_92699;100.0%;92699
MEDX;18 meses;C2;26,82% a.a.;R$130.000;72;loan_92672;100.0%;92672
CASA DE CARNE FANTASTICO;24 meses;D3;41,91% a.a.;R$54.000;72;loan_92618;100.0%;92618
Fort Plast;15 meses;E1;59,73% a.a.;R$16.000;72;loan_92588;100.0%;92588
Malisani Transportes;24 meses;C1;25,64% a.a.;R$44.000;72;loan_92518;100.0%;92518
NYM STORE;18 meses;C3;28,32% a.a.;R$56.000;72;loan_92451;100.0%;92451
Barcelos & Ferreira Manutenção;15 meses;E1;59,73% a.a.;R$32.000;72;loan_92445;100.0%;92445
Morpheus Consultoria;24 meses;D3;41,91% a.a.;R$88.000;72;loan_92423;100.0%;92423
MV Associados;18 meses;C2;26,82% a.a.;R$100.000;73;loan_92249;100.0%;92249
Refrigeração Vila Nova ;12 meses;E2;61,59% a.a.;R$28.000;73;loan_92159;100.0%;92159
Fertiagro;24 meses;C1;25,64% a.a.;R$108.000;73;loan_92130;100.0%;92130
Cia Lúdica;24 meses;C3;28,32% a.a.;R$96.000;73;loan_92033;100.0%;92033
Stella Semi Joias;24 meses;C3;28,32% a.a.;R$38.000;73;loan_92006;100.0%;92006
Premiere Empreendimentos Imobiliários;24 meses;B4;19,70% a.a.;R$78.000;73;loan_91752;100.0%;91752
VL Telas;18 meses;E1;59,73% a.a.;R$56.000;73;loan_91747;100.0%;91747
Estação da Beleza Perfumes e Cosméticos;24 meses;D2;37,99% a.a.;R$28.000;73;loan_91727;100.0%;91727
Pet Shop Bicho Guloso;24 meses;D2;37,99% a.a.;R$34.000;73;loan_91670;100.0%;91670
NL Turismo;24 meses;A3;16,49% a.a.;R$188.000;73;loan_91486;100.0%;91486
Tubolit Adesivos e Revestimentos;18 meses;B4;19,70% a.a.;R$206.000;74;loan_91436;100.0%;91436
Imobiliária Uberlândia;24 meses;D2;37,99% a.a.;R$54.000;74;loan_90902;100.0%;90902
Key Best Solution;24 meses;D3;41,91% a.a.;R$34.000;74;loan_90738;100.0%;90738
Karam's Mar;24 meses;C2;26,82% a.a.;R$208.000;74;loan_90239;100.0%;90239
Aureon;24 meses;B6;21,70% a.a.;R$176.000;74;loan_88564;100.0%;88564
Odonto POP;24 meses;E1;59,73% a.a.;R$34.000;74;loan_86935;100.0%;86935
Troca de Óleo Asa Branca;24 meses;D1;35,28% a.a.;R$54.000;74;loan_84766;100.0%;84766
Goiânia Society Bar;24 meses;D1;35,28% a.a.;R$66.000;74;loan_79206;100.0%;79206
Fly Multimarcas;24 meses;C3;28,32% a.a.;R$100.000;74;loan_77496;100.0%;77496
L & L Interiores;12 meses;C1;25,64% a.a.;R$26.000;74;loan_74386;100.0%;74386
Supervisão Mooca;24 meses;C1;25,64% a.a.;R$56.000;75;loan_70346;100.0%;70346
Nama;24 meses;D3;41,91% a.a.;R$108.000;75;loan_69584;100.0%;69584
B2C Comunicação;24 meses;B6;21,70% a.a.;R$50.000;75;loan_57349;100.0%;57349
MV Variedades;24 meses;C2;26,82% a.a.;R$82.000;75;loan_91991;100.0%;91991
MP AUTOMAÇÃO ;24 meses;B5;20,70% a.a.;R$152.000;75;loan_91885;100.0%;91885
AGX;24 meses;D1;35,28% a.a.;R$34.000;75;loan_91801;100.0%;91801
Bold Tencologia;24 meses;C2;26,82% a.a.;R$30.000;75;loan_91743;100.0%;91743
Friend - Consultores e Projetos SAP;12 meses;B2;17,74% a.a.;R$106.000;75;loan_91682;100.0%;91682
Cell Project - Infraestrutura para Telecom;18 meses;C2;26,82% a.a.;R$98.000;75;loan_91663;100.0%;91663
NOEM - NÚCLEO DE OTIMIZAÇÃO ESTRUTURAL E MATERIAIS;24 meses;C2;26,82% a.a.;R$72.000;75;loan_91251;100.0%;91251
Ciclo Digital - Inteligência em e-commerce;24 meses;D1;35,28% a.a.;R$72.000;76;loan_91003;100.0%;91003
HABREU Contábil;12 meses;D3;41,91% a.a.;R$32.000;76;loan_90449;100.0%;90449
FP Foods;24 meses;C1;25,64% a.a.;R$132.000;76;loan_90433;100.0%;90433
Nacional Frigo;12 meses;C1;25,64% a.a.;R$32.000;76;loan_90328;100.0%;90328
MAQPEN;24 meses;D1;35,28% a.a.;R$98.000;76;loan_90315;100.0%;90315
Habitar Empreendimentos;24 meses;D1;35,28% a.a.;R$52.000;76;loan_90264;100.0%;90264
BHMIX EMBALAGENS;24 meses;C3;28,32% a.a.;R$30.000;76;loan_90243;100.0%;90243
TECNO CLIMA;24 meses;C3;28,32% a.a.;R$28.000;76;loan_90086;100.0%;90086
NEW GROUP;24 meses;A3;16,49% a.a.;R$468.000;76;loan_86618;100.0%;86618
Alimand Alimentação para Empresas;24 meses;C2;26,08% a.a.;R$110.000;161;loan_2676;100.0%;2676
P2P;24 meses;B6;21,70% a.a.;R$108.000;77;loan_81915;100.0%;81915
AGF Expedicionarios;12 meses;B4;19,70% a.a.;R$192.000;77;loan_77984;100.0%;77984
SUIV - Sistema Unificado de Informações Veiculares;24 meses;D2;37,99% a.a.;R$58.000;77;loan_74961;100.0%;74961
Lead Resultado;12 meses;C3;28,32% a.a.;R$50.000;77;loan_73867;100.0%;73867
Frango do Portuga;24 meses;D3;41,91% a.a.;R$38.000;77;loan_3065;100.0%;3065
Casa do Sorriso Odontologia Estética;12 meses;D1;35,28% a.a.;R$18.000;77;loan_85508;100.0%;85508
Cyber Telecom;24 meses;B6;21,70% a.a.;R$56.000;77;loan_91430;100.0%;91430
Bendito Burger;24 meses;B6;21,70% a.a.;R$36.000;77;loan_91337;100.0%;91337
Smart - Sistemas Inteligentes;24 meses;C1;25,64% a.a.;R$52.000;77;loan_91133;100.0%;91133
Roster - Indústria de Máquinas e Equipamentos;24 meses;B6;21,70% a.a.;R$102.000;77;loan_91100;100.0%;91100
OZ Technology;24 meses;B6;21,70% a.a.;R$164.000;78;loan_91011;100.0%;91011
Festi Contabilidade;24 meses;C2;26,82% a.a.;R$48.000;78;loan_90988;100.0%;90988
JCM - Ferramentas Especiais;24 meses;C3;28,32% a.a.;R$54.000;78;loan_90962;100.0%;90962
Leafar Imóveis;24 meses;B6;21,70% a.a.;R$78.000;78;loan_90893;100.0%;90893
Delta Rio Elevadores;24 meses;B5;20,70% a.a.;R$64.000;78;loan_90892;100.0%;90892
Tática Solutions;24 meses;B6;21,70% a.a.;R$104.000;78;loan_90834;100.0%;90834
Funhouse - Produções e Edições;18 meses;C3;28,32% a.a.;R$28.000;78;loan_90807;100.0%;90807
Minas Home Decor;18 meses;C1;25,64% a.a.;R$28.000;78;loan_90740;100.0%;90740
Mirage ;24 meses;C1;25,64% a.a.;R$58.000;78;loan_90657;100.0%;90657
Dular - Materiais de Construção;24 meses;C3;28,32% a.a.;R$42.000;78;loan_90573;100.0%;90573
Rubiáceas;24 meses;C2;26,82% a.a.;R$58.000;79;loan_90364;100.0%;90364
Grupo Fernandes;24 meses;B6;21,70% a.a.;R$62.000;79;loan_90330;100.0%;90330
Citrus Roveri;24 meses;D2;37,99% a.a.;R$90.000;79;loan_90329;100.0%;90329
ASA ONZE PRODUTORA;9 meses;C1;25,64% a.a.;R$64.000;79;loan_90244;100.0%;90244
Pizzaria do Fritz;24 meses;B5;20,70% a.a.;R$50.000;79;loan_90201;100.0%;90201
Segura Contabilidade;24 meses;B6;21,70% a.a.;R$90.000;79;loan_90019;100.0%;90019
Wealth Systems;24 meses;B2;17,74% a.a.;R$228.000;79;loan_90005;100.0%;90005
Colégio Geometria;24 meses;B5;20,70% a.a.;R$74.000;79;loan_89943;100.0%;89943
NewPOP Editora;18 meses;C1;25,64% a.a.;R$76.000;79;loan_89886;100.0%;89886
Q2 TEC PRODUTOS MEDICOS ODONTOLOGICOS;24 meses;B5;20,70% a.a.;R$244.000;79;loan_89884;100.0%;89884
Helitec;24 meses;B6;21,70% a.a.;R$80.000;80;loan_89861;100.0%;89861
CALYX SERVICOS E TECNOLOGIA;12 meses;D3;41,91% a.a.;R$20.000;80;loan_89835;100.0%;89835
IHEL - Instituto de Hematologia de Londrina;24 meses;C1;25,64% a.a.;R$240.000;80;loan_89502;100.0%;89502
Rokaz Componentes Eletrônicos;24 meses;B5;20,70% a.a.;R$78.000;80;loan_87051;100.0%;87051
Nexyon;24 meses;B4;19,70% a.a.;R$204.000;80;loan_85738;100.0%;85738
Vision Med;24 meses;D3;41,91% a.a.;R$66.000;80;loan_85647;100.0%;85647
Meduri Tecnologia em Segurança ;24 meses;C3;28,32% a.a.;R$30.000;80;loan_81735;100.0%;81735
1001 Sapatilhas Caruaru;24 meses;D2;37,99% a.a.;R$28.000;80;loan_79867;100.0%;79867
Clínica & Pet Shop Preço Baixo;24 meses;B6;21,70% a.a.;R$106.000;80;loan_79025;100.0%;79025
ACCE CONTABILIDADE;12 meses;B6;21,70% a.a.;R$30.000;80;loan_78469;100.0%;78469
Solstício Sistemas Fotovoltaicos;12 meses;C1;25,64% a.a.;R$80.000;81;loan_76737;100.0%;76737
Posto Anhanguera;18 meses;C3;28,32% a.a.;R$108.000;81;loan_75255;100.0%;75255
Daiken Elevadores;24 meses;B4;19,70% a.a.;R$156.000;81;loan_72298;100.0%;72298
Leandro Ribeiro Corretora de Seguros;24 meses;B6;21,70% a.a.;R$50.000;81;loan_71723;100.0%;71723
JLG Reparação e Manutenção;12 meses;E2;61,59% a.a.;R$52.000;81;loan_68962;100.0%;68962
ITSS Tecnologia;24 meses;C1;25,64% a.a.;R$214.000;81;loan_28786;100.0%;28786
HPEX;18 meses;C3;28,32% a.a.;R$82.000;81;loan_90840;100.0%;90840
